TITLE,CONTACT_1,CONTACT_2,WEB_LINK,DATA_SOURCE
"CERN A plant community dataset of marsh ecosystem for Sanjiang Plain, China 2013 - 2015",TAN Wenwen,ZHAO Zhichun,https://www.scidb.cn/en/detail?dataSetId=633694461376856064,Science Data Bank
"CERN A plant community dataset of marsh ecosystem for Sanjiang Plain, China 2000 - 2012",TAN Wenwen,ZHAO Zhichun,https://www.scidb.cn/en/detail?dataSetId=633694461376856064,NA
"CERN Observational data of plant community species composition of QinLing Station in Shanxi province, 2007-2008",NA,NA,http://www.nesdc.org.cn/sdo/detail?id=603345ba042ebb719ff1877b,NA
"CERN Zhejiang Tiantong soil macrofauna community, 2007-2009",Fangfang Yao,Xihua Wang,http://www.nesdc.org.cn/sdo/detail?id=60309f26042ebb719ff18725,NESDC
UK Environmental Change Network (ECN) bat data: 1993-2015,"Rennie, S.",NA,https://doi.org/10.5285/2588ee91-6cbd-4888-86fc-81858d1bf085,NA
ECN Vegetation Woodland VW 2017,"Monteith, D.",NA,https://doi.org/10.5285/94aef007-634e-42db-bc52-9aae86adbd33,NA
"Three Parks Savanna Fire-effects Plot Network: Plot-based Vegetation Sampling Data, Northern Territory, Australia, 1994-2016 Shrubs",Jeremy Russell-Smith,Peter Jacklyn,https://datacommons.anu.edu.au,NA
"Three Parks Savanna Fire-effects Plot Network: Plot-based Vegetation Sampling Data, Northern Territory, Australia, 1994-2016 Trees",Jeremy Russell-Smith,Peter Jacklyn,https://datacommons.anu.edu.au,NA
"CERN Guangdong Dinghu Mountain soil macrofauna community, 2004 to 2005",Qianmei Zhang,NA,https://doi.org/10.12199/nesdc.ecodb.mon.2020.dp2011.dhf.008,NA
CERN Guangdong Dinghu Mountain plant community composition from 2003 to 2008 - herbs,Qianmei Zhang,NA,https://doi.org/10.12199/nesdc.ecodb.mon.2020.dp2011.dhf.006,NA
CERN Guangdong Dinghu Mountain plant community composition from 2003 to 2008 - shrub,Qianmei Zhang,NA,https://doi.org/10.12199/nesdc.ecodb.mon.2020.dp2011.dhf.006,NA
"CERN Guangdong Heshan soil macrofauna community, 1994-2005",Raoxing Quan,NA,http://www.nesdc.org.cn/sdo/detail?id=5fa50e46042ebb701527244b,NA
"CERN Inner Mongolia Xilingol plant assemblage monitoring, 2005-2008","Xingguo Han, Yongfei Bai, Qingmin Pan, Nianpeng He",NA,http://www.nesdc.org.cn/sdo/detail?id=5fa8ee6b042ebb7a33fab0bc,NA
"CERN Ningxia Shapotou desert fauna community, 2003-2008","Xinrong Li, Haiyan Zhou, Xinping Wang",NA,http://www.nesdc.org.cn/sdo/detail?id=5fa8f121042ebb7a33fab0d4,NA
"CERN Jiangsu Taihu Lake phytoplankton community composition, 1991-2008",Guangwei Zhu,NA,https://doi.org/10.12199/nesdc.ecodb.mon.2020.dp2011.thl.003,NA
A dataset of species composition and biomass in successional stages of Tiantong typical evergreen broad-leaved forest (2008-2017),Haibo Yang,NA,https://cstr.cn/31253.11.sciencedb.j00001.00695,NA
"Assemblages of herbs in Heshan station in Guangdong Province China, 2005-2007",Xing-Quang Rao (???),NA,https://doi.org/10.12199/nesdc.ecodb.mon.2020.dp2011.hsf.006,NA
"Assemblages of shrubs in Heshan station in Guangdong Province China, 2005-2007",Xing-Quang Rao,NA,https://doi.org/10.12199/nesdc.ecodb.mon.2020.dp2011.hsf.006,China NESDC
"Observational data of  bird community species composition of Sanjiang station in Heilongjiang Province China, 2001-2005",Sanjiang station in Heilongjiang Province China,NA,https://doi.org/10.12199/nesdc.ecodb.mon.2020.dp2011.sjm.003,Chinese National Ecosystem Science Data Center
"Observational data of  plant community species composition of Sanjiang station in Heilongjiang Province China, 2000-2006",Sanjiang station in Heilongjiang Province China,NA,https://doi.org/10.12199/nesdc.ecodb.mon.2020.dp2011.sjm.003,Chinese National Ecosystem Science Data Center
"Plant community monitoring data in the Inner Mongolia Hulun Buir research station, 2006-2008",Ruirui Yan (???),NA,https://doi.org/10.12199/nesdc.ecodb.mon.2020.dp2011.hlg.004,NA
TaiHu lake's zooplankton community composition data of 8 plots from the year 1997 to 2002,Shen Min,NA,https://doi.org/10.12199/nesdc.ecodb.mon.2020.dp2011.thl.002,NA
Observational data on shrub composition at Gongga Mountain in Sichuan Province of China in the year 1999 and 2005,Yang Yang (??),NA,https://doi.org/10.12199/nesdc.ecodb.mon.2020.dp2011.ggf.006,NA
Observational data on tree composition at Gongga Mountain in Sichuan Province of China in the year 1999 and 2005,Yang Yang (??),NA,https://doi.org/10.12199/nesdc.ecodb.mon.2020.dp2011.ggf.006,NA
"Plant compositions in the herbaceous layer of forest communities in Xishuangbanna, Sichuan Province of China from 1999 to 2006",Yan Luo (??),NA,https://doi.org/10.12199/nesdc.ecodb.mon.2020.dp2011.bnf.006,NA
"Plant compositions in the shrub layer of forest communities in Xishuangbanna, Sichuan Province of China from 2001 to 2006",Yan Luo (??),NA,https://doi.org/10.12199/nesdc.ecodb.mon.2020.dp2011.bnf.006,NA
"Plant compositions in the tree layer of forest communities in Xishuangbanna, Sichuan Province of China from 1998 to 2006",Yan Luo (??),NA,https://doi.org/10.12199/nesdc.ecodb.mon.2020.dp2011.bnf.006,NA
Cottonwood Lake Study Area - Invertebrate Counts (ver. 2.0),U.S. Geological Survey - ScienceBase,Northern Prairie Wildlife Research Center,http://www.sciencebase.gov/catalog/item/624c779ad34e21f82764df2e,NA
Cottonwood Lake Study Area - Amphibians (ver. 2.0),David M Mushet,"Matthew J Solensky, npwrc_datamanager",https://doi.org/10.5066/P9G8TM2S,NA
Data from: Using beta diversity to inform agricultural policies and conservation actions on Mediterranean farmland,Joana Santana,NA,http://datadryad.org/stash/dataset/doi:10.5061/dryad.kp3fv,NA
"Amphibians and reptiles of Três Lagoas, Mato Grosso do Sul, Brazil",Luis Felipe Toledo,NA,http://,Supplied by authors
Anurans Pitfall Traps Southern Brazil,Tiago Gomes dos Santos,Sonia Zanini Cechin,http://,Supplied by authors
Slug Numbers - Beckingham 1999 - 2002 (series 1999-2001),Chris du Feu,NA,http://,Supplied by authors
Slug Numbers - Beckingham 1999 - 2002 (series 2001-2002),Chris du Feu,NA,http://,Supplied by authors
"Abundances of stream benthic macroinvertebrates during a 6-year monitoring period of a glacier-fed stream in South Tyrol, Italy",Alberto Scotti,Roberta Bottarin,https://doi.org/10.1594/PANGAEA.897915,PANGAEA
"Abundances of stream benthic macroinvertebrates and related environmental variables of a glacier-fed stream in South Tyrol, Italy (2016-2022)",Alberto Scotti,Roberta Bottarin,https://doi.org/10.1594/PANGAEA.953137,PANGAEA
Data from: Maintained functional diversity in benthic communities in spite of diverging functional identities,Benjamin Weigel,Erik Bonsdorff,https://doi.org/10.5061/dryad.6hc8q,Dryad
Farmland bird monitoring data in North-east Germany 1999-2002 and 2013-2015,Michael Glemnitz,NA,https://open-research-data.zalf.de/default.aspx,Leibniz Centre for Agricultural Landscape Research (ZALF)
Bahía Blanca Estuary Puerto Cuatreros - Ciliates (1986-2006),Valeria Ana Guinder,M. Celeste Lopez-Abbate,http://,Supplied by authors
"Protistan plankton. El Rincón inner-shelf area, North Patagonian Continental Shelf, Argentina",Valeria A. Guinder,Carola Ferronato,http://,Supplied by authors
"Protistan plankton. Mid-shelf and shelf-break area, North Patagonian Continental Shelf, Argentina",Valeria A. Guinder,Carola Ferronato,http://,Supplied by authors
"Anurans of a seasonally dry tropical forest: Morro do Diabo State Park, SÃ£o Paulo state, Brazil (Adults)",Tiago Gomes dos Santos,Tiago da Silveira Vasconcelos,http://,Supplied by authors
"Anurans of a seasonally dry tropical forest: Morro do Diabo State Park, SÃ£o Paulo state, Brazil (Tadpoles)",Tiago Gomes dos Santos,Tiago da Silveira Vasconcelos,http://,Supplied by authors
Trinidad's Northern Range Freshwater Diatom Survey (2011-2015),Amy E. Deacon,Anne E. Magurran,https://doi.org/10.17630/ede726cd-3ab0-41a7-a6ef-5063732af297,NA
Jari Dung Beetles,Wallace Beiroz,Julio Louzada,http://,Supplied by authors
"Spatial and temporal changes in the dung beetle diversity of a protected, but fragmented, landscape of the northernmost Neotropical rainforest",Mario E. Favila,Renato Portela Salomao,http://,Provided by authors
Data from: Spatial and temporal variations of aridity shape dung beetle assemblages towards the Sahara desert,Indradatta deCastro-Arrazola,Joaquin Hortal,http://,Supplied by authors
Trinidad's Northern Range Freshwater Fish Survey (2011-2015),Amy E. Deacon,Anne E. Magurran,NA,NA
Fish Communities - Forillon,Daniel Sigouin,NA,https://open.canada.ca/data/en/dataset/fe2441a6-8ae4-4884-b181-cd7ec53bd842,Parks Canada
Fish population from wetlands in Northern Region of Ghana,Dr Collins Ayine Nsor,Prof Edward Adzesiwor Obodai,http://,Supplied by authors
Structure of small tropical islands freshwater fish and crustacean communities: a niche- or dispersal-based process?,Raphael Lagarde,NA,https://doi.org/10.5061/dryad.ksn02v72f,Dryad
Italian freshwater fish database,Marco Milardi,NA,http://,RivFishTIME
Long-term fish monitoring of the Tordera stream,Emili Garcia-Berthou,NA,http://,RivFishTIME
Finnish electrofishing register Hertta (2019),Teppo Vehanen,Tapio Sutela,https://wwwp2.ymparisto.fi/koekalastus_sahko/yhteinen/Login.aspx?ReturnUrl=%2fkoekalastus_sahko,NA
"Stream fish monitoring data in protected watersheds in Hokkaido, Japan",Akira Terui,Hirokazu Urabe,https://github.com/aterui/public-proj_fishery-stability,Dataset sent by data owner
"Netherlands ground beetles, Insect Change study 1102",Roel van Klink,NA,http://,RvL sent data
Ground beetles and spiders in the Netherlands after embankment,Roel van Klink,NA,https://secties.nev.nl/pages/publicaties/eb/supplement.php,Roel van Klink
Wildlife of a garden: hoverflies,Francis Gilbert,NA,NA,InsectChange
Ants assemblages in the Portal LTER,Roeal van Klink,Morgan Ernest,https://github.com/weecology/PortalData/blob/main/SiteandMethods/Methods.md,Roel van Klink
Ground beetles in the Dolomites,Roberto Pizzolotto,NA,https://www2.unical.it/portale/strutture/dipartimenti_240/dibest/didattica/laureemagistrali/270/biodiversita/internazionalizzazio/delegato/,InsectChange
"Long-term (2005â€“2017) macromoth community monitoring at Mt. Jirisan National Park, South Korea",Sei-Woong Choi,NA,https://db.cger.nies.go.jp/JaLTER/ER_DataPapers/archives/2019/ERDP-2019-02,InsectChange
"Responses of boreal ground beetles (Coleoptera, Carabidae) to different logging regimes ten years post harvest",Sei-Woong Choi,NA,https://db.cger.nies.go.jp/JaLTER/ER_DataPapers/archives/2019/ERDP-2019-02,InsectChange
"Monthly drift samples of invertebrates from the River Pawnmpawm, Ghana",Rosina Kyerematen,NA,https://doi.org/10.1111/j.1365-2427.1975.tb00153.x,Sourced from publication
"Surber samples of invertebrates from the River Pawnmpawm, Ghana",Rosina Kyerematen,NA,https://doi.org/10.1111/j.1365-2427.1975.tb00122.x,Sourced from publication
Trinidad's Northern Range Freshwater Invertebrate Survey (2011-2015),Amy E. Deacon,Anne E. Magurran,https://doi.org/10.17630/ede726cd-3ab0-41a7-a6ef-5063732af297,NA
Landscape features lead to shifts in communities of medium- to large-bodied mammals in subtropical Atlantic Forest,Juliano Bogoni,NA,http://,Supplied by authors
"Good times, bad times: Resource pulses influence mammal diversity in meridional Brazilian highlands",Juliano Bogoni,NA,http://,Supplied by authors
Marine Fish Underwater Surveys in The Israeli Mediterranean,Jonathan Belmaker,Ruthy Yahel,http://,data collectors submitted data
Monthly data of mesozooplankton abundance and biomass for a shelf station off A Coruña (NW Spain): 1990-2018 (Series 1990-1996),Antonio Bode,NA,https://doi.org/10.1594/PANGAEA.919080,NA
Monthly data of mesozooplankton abundance and biomass for a shelf station off A Coruña (NW Spain): 1990-2018 (Series 1997-2018),Antonio Bode,NA,https://doi.org/10.1594/PANGAEA.919080,NA
BahÃ­a Blanca Estuary Puerto Cuatreros - Microzooplankton (2008-2010),Valeria Ana Guinder,M. Celeste Lopez-Abbate,http://,Supplied by authors
Latvia LTER Scots pine forest oribatid mite communities 1998-2006,Tancredi Caruso,NA,Â https://datadryad.org/stash/dataset/doi:10.5061/dryad.tmpg4f4vt,Dryad
Monthly series of phytoplankton abundance collected between 1989 and 2016 at A Coruña (NW Spain) (Series 1989-2008),Antonio Bode,NA,https://doi.org/10.1594/PANGAEA.908800,NA
Monthly series of phytoplankton abundance collected between 1989 and 2016 at A Coruña (NW Spain) (Series 2009-2016),Antonio Bode,NA,https://doi.org/10.1594/PANGAEA.908800,NA
Bahía Blanca Estuary Puerto Cuatreros - Phytoplankton (2008-2010),Valeria Ana Guinder,M. Celeste Lopez-Abbate,http://,Supplied by authors
"Bahía Blanca Estuary Puerto Cuatreros - Phytoplankton (2006-2008,2012)",Valeria Ana Guinder,M. Celeste Lopez-Abbate,http://,Supplied by authors
Reptiles Pitfall Traps Southern Brazil,Tiago Gomes dos Santos,Sonia Zanini Cechin,http://,Supplied by authors
Tel-Aviv University bottom trawl surveys,Shahar Chaikin,Jonathan Belmaker,http://,NA
Treswell Wood Standard Site Bird Capture Data 1978-2020,Chris du Feu,John Clark,https://www.treswellwoodipmg.org/,Supplied by authors
Four-year study of Trichoptera communities in nine close subtropical streams of Brazil,Victor Saito,Tadeu Siqueira,http://,Provided by authors
"Seasonal variation and effect of non-native invasive vegetation on two bird communities in northeast of Buenos Aires province, Argentina",Facundo X. Palacio,NA,http://,Supplied by authors
"Urbanization as a driver of taxonomic, functional, and phylogenetic diversity losses in bird communities",Facundo X. Palacio,NA,http://,Supplied by authors
Vegetation data of tree community from Tropical forests of Western Ghats,Dr. K.A Sreejith,NA,http://,Data sent by owner
Whitelands Wood Birds Survey,Fritha West,NA,http://,Supplied by authors
Macrofaunal abundance and biomass for replicate macrofaunal communities from the Western Barents Sea for summer 2017 and 2018,Martin Solan,NA,https://doi.org/10.5285/7fbca0a1-e2c1-4265-a7a5-713451cb52c0,British Antarctic Survey
BioNet Biological Assessment Database - Macroinvertebrate Survey (Artificial Substrate Samples),Jamie Mootz (database manager),NA,https://data.iowa.gov/Environmental-Monitoring/BioNet/e7yf-f5fs,BioNet Biological Assessment Database
BioNet Biological Assessment Database - Macroinvertebrate Survey (Floating Artificial Substrate Samples),Jamie Mootz (database manager),NA,https://data.iowa.gov/Environmental-Monitoring/BioNet/e7yf-f5fs,BioNet Biological Assessment Database
BioNet Biological Assessment Database - Macroinvertebrate Survey (Hess Samples),Jamie Mootz (database manager),NA,https://data.iowa.gov/Environmental-Monitoring/BioNet/e7yf-f5fs,BioNet Biological Assessment Database
BioNet Biological Assessment Database - Macroinvertebrate Survey (Low-Flow Artificial Substrate Samples),Jamie Mootz (database manager),NA,https://data.iowa.gov/Environmental-Monitoring/BioNet/e7yf-f5fs,BioNet Biological Assessment Database
BioNet Biological Assessment Database - Macroinvertebrate Survey (Surber Samples),Jamie Mootz (database manager),NA,https://data.iowa.gov/Environmental-Monitoring/BioNet/e7yf-f5fs,BioNet Biological Assessment Database
BioNet Biological Assessment Database - Fish Survey,Jamie Mootz (database manager),NA,https://data.iowa.gov/Environmental-Monitoring/BioNet/e7yf-f5fs,BioNet Biological Assessment Database
Latvia LTER Forest soil Collembola,Tara Dirilgen,Tancredi Caruso,http://,Supplied by authors
A long-term monitoring database on fish and crayfish species in French rivers (Banks continuous sampling-Mixed),ASPE Database,Pascal Irz,https://zenodo.org/record/8099409,ASPE Database
A long-term monitoring database on fish and crayfish species in French rivers (Banks continuous sampling-On boat),ASPE Database,Pascal Irz,https://zenodo.org/record/8099409,ASPE Database
A long-term monitoring database on fish and crayfish species in French rivers (Banks continuous sampling-On foot),ASPE Database,Pascal Irz,https://zenodo.org/record/8099409,ASPE Database
A long-term monitoring database on fish and crayfish species in French rivers (Banks sampling stratified by habitat-Mixed),ASPE Database,Pascal Irz,https://zenodo.org/record/8099409,ASPE Database
A long-term monitoring database on fish and crayfish species in French rivers (Banks sampling stratified by habitat-On boat),ASPE Database,Pascal Irz,https://zenodo.org/record/8099409,ASPE Database
A long-term monitoring database on fish and crayfish species in French rivers (Banks sampling stratified by habitat-On foot),ASPE Database,Pascal Irz,https://zenodo.org/record/8099409,ASPE Database
A long-term monitoring database on fish and crayfish species in French rivers (Complete sampling single or multi pass-Mixed),ASPE Database,Pascal Irz,https://zenodo.org/record/8099409,ASPE Database
A long-term monitoring database on fish and crayfish species in French rivers (Complete sampling single or multi pass-On boat),ASPE Database,Pascal Irz,https://zenodo.org/record/8099409,ASPE Database
A long-term monitoring database on fish and crayfish species in French rivers (Complete sampling single or multi pass-On foot),ASPE Database,Pascal Irz,https://zenodo.org/record/8099409,ASPE Database
A long-term monitoring database on fish and crayfish species in French rivers (Systematic point sampling-Mixed),ASPE Database,Pascal Irz,https://zenodo.org/record/8099409,ASPE Database
A long-term monitoring database on fish and crayfish species in French rivers (Systematic point sampling-On boat),ASPE Database,Pascal Irz,https://zenodo.org/record/8099409,ASPE Database
Operation Wallacea: Mexico Reptiles,Kathy Slater,Jose Antonio L. Barao-Nobrega,http://,NA
"Herpetofauna of Kings Park, Perth, Western Australia 2015-2021",Dr Rob A. Davis,Dr Tim S. Doherty,http://,Provided by collector
Light and Shadow,Simon Thorn,Peter Kriegel,https://besjournals.onlinelibrary.wiley.com/doi/epdf/10.1111/1365-2664.13648,NA
"Lizard pitfall trap data from 11 NPP study locations at the Jornada Basin LTER site, 1989-2006",David C Lightfoot,NA,https://doi.org/10.6073/pasta/51814fa39f87aea44629a5be8602ec49,NA
Freshwater fish surveys (NFPD) (Electrofishing Catch Depletion),Data Services Platform Defra,NA,https://environment.data.gov.uk/ecology/explorer/downloads/,Environment Agency Ecology & Fish Data Explorer
Freshwater fish surveys (NFPD) (Electrofishing Catch Depletion - Part Width),Data Services Platform Defra,NA,https://environment.data.gov.uk/ecology/explorer/downloads/,Environment Agency Ecology & Fish Data Explorer
Freshwater fish surveys (NFPD) (Electrofishing Single Catch),Data Services Platform Defra,NA,https://environment.data.gov.uk/ecology/explorer/downloads/,Environment Agency Ecology & Fish Data Explorer
Freshwater fish surveys (NFPD) (Electrofishing Single Catch - Part Width),Data Services Platform Defra,NA,https://environment.data.gov.uk/ecology/explorer/downloads/,Environment Agency Ecology & Fish Data Explorer
Freshwater fish surveys (NFPD) (Electrofishing Single Catch - Timed Quadrat),Data Services Platform Defra,NA,https://environment.data.gov.uk/ecology/explorer/downloads/,Environment Agency Ecology & Fish Data Explorer
Freshwater fish surveys (NFPD) (Fixed Trap Single Catch),Data Services Platform Defra,NA,https://environment.data.gov.uk/ecology/explorer/downloads/,Environment Agency Ecology & Fish Data Explorer
Freshwater fish surveys (NFPD) (Fyke Netting Catch Depletion),Data Services Platform Defra,NA,https://environment.data.gov.uk/ecology/explorer/downloads/,Environment Agency Ecology & Fish Data Explorer
Freshwater fish surveys (NFPD) (Fyke Netting Single Catch),Data Services Platform Defra,NA,https://environment.data.gov.uk/ecology/explorer/downloads/,Environment Agency Ecology & Fish Data Explorer
Freshwater fish surveys (NFPD) (Gill Netting Single Catch),Data Services Platform Defra,NA,https://environment.data.gov.uk/ecology/explorer/downloads/,Environment Agency Ecology & Fish Data Explorer
Freshwater fish surveys (NFPD) (Hook &amp; Line Angling Catch),Data Services Platform Defra,NA,https://environment.data.gov.uk/ecology/explorer/downloads/,Environment Agency Ecology & Fish Data Explorer
Freshwater fish surveys (NFPD) (Kick Netting Single Catch),Data Services Platform Defra,NA,https://environment.data.gov.uk/ecology/explorer/downloads/,Environment Agency Ecology & Fish Data Explorer
Freshwater fish surveys (NFPD) (Netting Catch Depletion),Data Services Platform Defra,NA,https://environment.data.gov.uk/ecology/explorer/downloads/,Environment Agency Ecology & Fish Data Explorer
Freshwater fish surveys (NFPD) (Rod &amp; Line Angling Catch),Data Services Platform Defra,NA,https://environment.data.gov.uk/ecology/explorer/downloads/,Environment Agency Ecology & Fish Data Explorer
Freshwater fish surveys (NFPD) (Seine Netting Catch Depletion),Data Services Platform Defra,NA,https://environment.data.gov.uk/ecology/explorer/downloads/,Environment Agency Ecology & Fish Data Explorer
Freshwater fish surveys (NFPD) (Seine Netting Single Catch),Data Services Platform Defra,NA,https://environment.data.gov.uk/ecology/explorer/downloads/,Environment Agency Ecology & Fish Data Explorer
Freshwater fish surveys (NFPD) (Single Catch - Part Width),Data Services Platform Defra,NA,https://environment.data.gov.uk/ecology/explorer/downloads/,Environment Agency Ecology & Fish Data Explorer
Freshwater fish surveys (NFPD) (Trapping Single Catch),Data Services Platform Defra,NA,https://environment.data.gov.uk/ecology/explorer/downloads/,Environment Agency Ecology & Fish Data Explorer
Freshwater fish surveys (NFPD) (Trawl Netting Single Catch),Data Services Platform Defra,NA,https://environment.data.gov.uk/ecology/explorer/downloads/,Environment Agency Ecology & Fish Data Explorer
Freshwater fish surveys (NFPD) (Wrap Around Seine Netting Catch Depletion),Data Services Platform Defra,NA,https://environment.data.gov.uk/ecology/explorer/downloads/,Environment Agency Ecology & Fish Data Explorer
Freshwater fish surveys (NFPD) (Wrap Around Seine Netting Single Catch),Data Services Platform Defra,NA,https://environment.data.gov.uk/ecology/explorer/downloads/,Environment Agency Ecology & Fish Data Explorer
Freshwater fish surveys (NFPD) (Wrap Around Seine Netting Single Catch - Part Width),Data Services Platform Defra,NA,https://environment.data.gov.uk/ecology/explorer/downloads/,Environment Agency Ecology & Fish Data Explorer
"Forest Inventory of a Northern Hardwood Forest: Watershed 6, Hubbard Brook Experimental Forest (Trees >=2cm to <=10cm dbh, 1982-1987)","Information Manager, Hubbard Brook LTER",NA,https://hubbardbrook.org/data-catalog/,Hubbard Brook Ecosystem Study & EDI Data Portal
"Forest Inventory of a Northern Hardwood Forest: Watershed 6, Hubbard Brook Experimental Forest (Trees >=2cm to <=10cm dbh, 1992-2017)","Information Manager, Hubbard Brook LTER",NA,https://hubbardbrook.org/data-catalog/,Hubbard Brook Ecosystem Study & EDI Data Portal
North Temperate Lakes LTER Fish Abundance - Electrofishing,Emily Stanley,Corinna Gries,https://ntl.limnology.wisc.edu/dataset/north-temperate-lakes-lter-fish-abundance-1981-current,NA
North Temperate Lakes LTER Fish Abundance - Fyke nets,Emily Stanley,Corinna Gries,https://ntl.limnology.wisc.edu/dataset/north-temperate-lakes-lter-fish-abundance-1981-current,NA
North Temperate Lakes LTER Fish Abundance - Gill nets,Emily Stanley,Corinna Gries,https://ntl.limnology.wisc.edu/dataset/north-temperate-lakes-lter-fish-abundance-1981-current,NA
North Temperate Lakes LTER Fish Abundance - Minnow traps,Emily Stanley,Corinna Gries,https://ntl.limnology.wisc.edu/dataset/north-temperate-lakes-lter-fish-abundance-1981-current,NA
North Temperate Lakes LTER Fish Abundance - Night seining,Emily Stanley,Corinna Gries,https://ntl.limnology.wisc.edu/dataset/north-temperate-lakes-lter-fish-abundance-1981-current,NA
North Temperate Lakes LTER Fish Abundance - trammel nets,Emily Stanley,Corinna Gries,https://ntl.limnology.wisc.edu/dataset/north-temperate-lakes-lter-fish-abundance-1981-current,NA
The Australian Phytoplankton Database (1844 - ongoing): Project 1051 Huon River sampling,Claire Davies,Lesley Clementson,https://doi.org/10.1038/sdata.2016.43,NA
The Australian Phytoplankton Database (1844 - ongoing): Project 1053 Southern Surveyor SS voyages 2010-2013,Claire Davies,Anya Waite,https://doi.org/10.1038/sdata.2016.43,NA
The Australian Phytoplankton Database (1844 - ongoing): Project 1054 Phytoplankton dynamics Ballina NSW,Claire Davies,David Rissik,https://doi.org/10.1038/sdata.2016.43,NA
The Australian Phytoplankton Database (1844 - ongoing): Project 1056 SAIMOS moorings 2010-2013,Claire Davies,Sophie C. Leterme,https://doi.org/10.1038/sdata.2016.43,NA
The Australian Phytoplankton Database (1844 - ongoing): Project 1057 Phytoplankton from coastal lagoons in Sydney,Claire Davies,Shauna Murray,https://doi.org/10.1038/sdata.2016.43,NA
The Australian Phytoplankton Database (1844 - ongoing): Project 1058 Storm Bay phytoplankton,Claire Davies,Kerrie Swadling,https://doi.org/10.1038/sdata.2016.43,NA
The Australian Phytoplankton Database (1844 - ongoing): Project 1059 Continental Shelf,Claire Davies,Sophie Leterme,https://doi.org/10.1038/sdata.2016.43,NA
The Australian Phytoplankton Database (1844 - ongoing): Project 1064 Hornsby Shire Council monitoring,Claire Davies,Peter Coad,https://doi.org/10.1038/sdata.2016.43,NA
The Australian Phytoplankton Database (1844 - ongoing): Project 1065 EPA Victoria long term monitoring,Claire Davies,Renee Patten (EPA Victoria),https://doi.org/10.1038/sdata.2016.43,NA
The Australian Phytoplankton Database (1844 - ongoing): IMOS National Reference Stations,Claire Davies,Anthony Richardson,https://doi.org/10.1038/sdata.2016.43,NA
"The Australian Phytoplankton Database (1844 - ongoing): project 609, Phytoplankton dynamics",Claire Davies,Sophie Leterme,https://doi.org/10.1038/sdata.2016.43,NA
"The Australian Phytoplankton Database (1844 - ongoing): Project 782, Phytoplankton Port Hacking 100m station",Claire Davies,Penelope Ajani,https://doi.org/10.1038/sdata.2016.43,NA
The Australian Phytoplankton Database (1844 - ongoing): Perth Long Term Ocean Outlet,Claire Davies,Peter Thompson CSIRO,https://doi.org/10.1038/sdata.2016.43,NA
The Australian Phytoplankton Database (1844 - ongoing): Project 796 Phytoplankton zooplankton NSW,Claire Davies,Linda Armbrecht,https://doi.org/10.1038/sdata.2016.43,NA
The Australian Phytoplankton Database (1844 - ongoing): Project 806 Seagrass nutrient uptake studies,Claire Davies,Sasi Nayar,https://doi.org/10.1038/sdata.2016.43,NA
The Australian Phytoplankton Database (1844 - ongoing): IMOS Southern Ocean Time Series,Claire Davies,Ruth Eriksen,https://doi.org/10.1038/sdata.2016.43,NA
The Australian Phytoplankton Database (1844 - ongoing): Project 806 Phytoplankton Great Barrier Reef,Claire Davies,Miles Furnas,https://doi.org/10.1038/sdata.2016.43,NA
The Australian Zooplankton Database (Project ID 10): Zooplankton sampling in Albatross Bay,Claire Davies,Peter Rothlisberg,http://esapubs.org/archive/ecol/E095/278/,ESA - Ecological Publications (Ecology)
The Australian Zooplankton Database (Project ID 15): Zooplankton dynamics in coastal waters of the GBR.,Claire Davies,Anthony Richardson,http://esapubs.org/archive/ecol/E095/278/,ESA - Ecological Publications (Ecology)
"The Australian Zooplankton Database (Project ID 17): A multi-disciplinary study of larval fish distributions and biological oceanographic processes near North West Cape, Western Australia.",Claire Davies,Anthony Richardson,http://esapubs.org/archive/ecol/E095/278/,ESA - Ecological Publications (Ecology)
"The Australian Zooplankton Database (Project ID 19): Chaetognath, siphonophore and jelly data from Hillarys transect in WA, SFRME",Claire Davies,Daniel Gaughan,http://esapubs.org/archive/ecol/E095/278/,ESA - Ecological Publications (Ecology)
The Australian Zooplankton Database (Project ID 20): Effects of the Leeuwin Current on carnivorous macrozooplankton in Southern Western Australia,Claire Davies,Anthony Richardson,http://esapubs.org/archive/ecol/E095/278/,ESA - Ecological Publications (Ecology)
The Australian Zooplankton Database (Project ID 21): Zooplankton sampling along shelf and off shelf waters off east coast of Tasmania,Claire Davies,Daniel Gaughan,http://esapubs.org/archive/ecol/E095/278/,ESA - Ecological Publications (Ecology)
The Australian Zooplankton Database (Project ID 22): Zooplankton sampling from Maria Island,Claire Davies,Kerrie Swadling,http://esapubs.org/archive/ecol/E095/278/,ESA - Ecological Publications (Ecology)
The Australian Zooplankton Database (Project ID 23): Zooplankton sampling from the mid-slope off the south coast of Tasmania,Claire Davies,Kerrie Swadling,http://esapubs.org/archive/ecol/E095/278/,ESA - Ecological Publications (Ecology)
The Australian Zooplankton Database (Project ID 4): Zooplankton sampling in Darwin Harbour  (Dec 2002 - Oct 2004),Claire Davies,Kerrie Swadling,http://esapubs.org/archive/ecol/E095/278/,ESA - Ecological Publications (Ecology)
