group,x_variable,measure,plot,species.names
1,Year,Abundance,"Friedlander, A. and J. Beets (2008). Temporal Trends in Reef Fish Assemblages inside Virgin Islands National Park and around St. John, U.S. Virgin Islands, 1988-2006, Biogeography Branch, Silver Spring, MD. NOAA Technical Memorandum NOS NCCOS 70.: 60 pp._1",Epinephelus guttatus
1,Year,Abundance,"Friedlander, A. and J. Beets (2008). Temporal Trends in Reef Fish Assemblages inside Virgin Islands National Park and around St. John, U.S. Virgin Islands, 1988-2006, Biogeography Branch, Silver Spring, MD. NOAA Technical Memorandum NOS NCCOS 70.: 60 pp._2",Chromis cyanea
1,Year,Abundance,"Friedlander, A. and J. Beets (2008). Temporal Trends in Reef Fish Assemblages inside Virgin Islands National Park and around St. John, U.S. Virgin Islands, 1988-2006, Biogeography Branch, Silver Spring, MD. NOAA Technical Memorandum NOS NCCOS 70.: 60 pp._3",Scarus iseri
1,Year,Abundance,"Friedlander, A. and J. Beets (2008). Temporal Trends in Reef Fish Assemblages inside Virgin Islands National Park and around St. John, U.S. Virgin Islands, 1988-2006, Biogeography Branch, Silver Spring, MD. NOAA Technical Memorandum NOS NCCOS 70.: 60 pp._4",Stegastes planifrons
1,Year,Abundance,"Friedlander, A. and J. Beets (2008). Temporal Trends in Reef Fish Assemblages inside Virgin Islands National Park and around St. John, U.S. Virgin Islands, 1988-2006, Biogeography Branch, Silver Spring, MD. NOAA Technical Memorandum NOS NCCOS 70.: 60 pp._5",Thalassoma bifasciatum
1,Year,Abundance,"Friedlander, A. and J. Beets (2008). Temporal Trends in Reef Fish Assemblages inside Virgin Islands National Park and around St. John, U.S. Virgin Islands, 1988-2006, Biogeography Branch, Silver Spring, MD. NOAA Technical Memorandum NOS NCCOS 70.: 60 pp._6",Chromis multilineata
1,Year,CPUE,"Abesamis, R. A. and G. R. Russ (2005). ""Density-Dependent Spillover from a Marine Reserve: Long-Term Evidence."" Ecological Applications 15(5): 1798-1812._1",Naso vlamingii
1,Year,CPUE,"Abesamis, R. A. and G. R. Russ (2005). ""Density-Dependent Spillover from a Marine Reserve: Long-Term Evidence."" Ecological Applications 15(5): 1798-1812._2",Naso vlamingii
1,Year,Abundance,"Shepherd, S. A., J. B. Brook, et al. (2010). ""Environmental and fishing effects on the abundance, size and sex ratio of the blue-throated wrasse, Notolabrus tetricus, on South Australian coastal reefs."" Fisheries Management and Ecology 17: 209-220._1",Notolabrus tetricus
1,Year,CPUE,"Holmes, B. J., W. D. Sumpton, et al. (2012). ""Declining trends in annual catch rates of the tiger shark (Galeocerdo cuvier) in Queensland, Australia."" Fisheries Research 129-130: 38-45._1",Galeocerdo cuvier
1,Year,CPUE,"Holmes, B. J., W. D. Sumpton, et al. (2012). ""Declining trends in annual catch rates of the tiger shark (Galeocerdo cuvier) in Queensland, Australia."" Fisheries Research 129-130: 38-45._2",Galeocerdo cuvier
1,Year,CPUE,"Holmes, B. J., W. D. Sumpton, et al. (2012). ""Declining trends in annual catch rates of the tiger shark (Galeocerdo cuvier) in Queensland, Australia."" Fisheries Research 129-130: 38-45._3",Galeocerdo cuvier
1,Year,CPUE,"Holmes, B. J., W. D. Sumpton, et al. (2012). ""Declining trends in annual catch rates of the tiger shark (Galeocerdo cuvier) in Queensland, Australia."" Fisheries Research 129-130: 38-45._4",Galeocerdo cuvier
1,Year,CPUE,"Holmes, B. J., W. D. Sumpton, et al. (2012). ""Declining trends in annual catch rates of the tiger shark (Galeocerdo cuvier) in Queensland, Australia."" Fisheries Research 129-130: 38-45._5",Galeocerdo cuvier
1,Year,CPUE,"Holmes, B. J., W. D. Sumpton, et al. (2012). ""Declining trends in annual catch rates of the tiger shark (Galeocerdo cuvier) in Queensland, Australia."" Fisheries Research 129-130: 38-45._6",Galeocerdo cuvier
1,Year,CPUE,"Holmes, B. J., W. D. Sumpton, et al. (2012). ""Declining trends in annual catch rates of the tiger shark (Galeocerdo cuvier) in Queensland, Australia."" Fisheries Research 129-130: 38-45._7",Galeocerdo cuvier
1,Year,Density,"Barrett, N. S., G. J. Edgar, et al. (2007). ""Changes in fish assemblages following 10 years of protection in Tasmanian marine protected areas."" Journal of Experimental Marine Biology and Ecology 345: 141-157._1",Chirodactylus spectabilis
1,Year,Density,"Barrett, N. S., G. J. Edgar, et al. (2007). ""Changes in fish assemblages following 10 years of protection in Tasmanian marine protected areas."" Journal of Experimental Marine Biology and Ecology 345: 141-157._3",Chirodactylus spectabilis
1,Year,Density,"Barrett, N. S., G. J. Edgar, et al. (2007). ""Changes in fish assemblages following 10 years of protection in Tasmanian marine protected areas."" Journal of Experimental Marine Biology and Ecology 345: 141-157._4",Aplodactylus arctidens
1,Year,Density,"Barrett, N. S., G. J. Edgar, et al. (2007). ""Changes in fish assemblages following 10 years of protection in Tasmanian marine protected areas."" Journal of Experimental Marine Biology and Ecology 345: 141-157._5",Aplodactylus arctidens
1,Year,Density,"Barrett, N. S., G. J. Edgar, et al. (2007). ""Changes in fish assemblages following 10 years of protection in Tasmanian marine protected areas."" Journal of Experimental Marine Biology and Ecology 345: 141-157._6",Olisthops cyanomelas
1,Year,Density,"Barrett, N. S., G. J. Edgar, et al. (2007). ""Changes in fish assemblages following 10 years of protection in Tasmanian marine protected areas."" Journal of Experimental Marine Biology and Ecology 345: 141-157._7",Notolabrus tetricus
1,Year,Density,"Barrett, N. S., G. J. Edgar, et al. (2007). ""Changes in fish assemblages following 10 years of protection in Tasmanian marine protected areas."" Journal of Experimental Marine Biology and Ecology 345: 141-157._8",Notolabrus tetricus
1,Year,Density,"Barrett, N. S., G. J. Edgar, et al. (2007). ""Changes in fish assemblages following 10 years of protection in Tasmanian marine protected areas."" Journal of Experimental Marine Biology and Ecology 345: 141-157._9",Notolabrus fucicola
1,Year,Density,"Barrett, N. S., G. J. Edgar, et al. (2007). ""Changes in fish assemblages following 10 years of protection in Tasmanian marine protected areas."" Journal of Experimental Marine Biology and Ecology 345: 141-157._10",Acanthaluteres vittiger
1,Year,Density,"Barrett, N. S., G. J. Edgar, et al. (2007). ""Changes in fish assemblages following 10 years of protection in Tasmanian marine protected areas."" Journal of Experimental Marine Biology and Ecology 345: 141-157._12",Olisthops cyanomelas
1,Year,Density,"Barrett, N. S., G. J. Edgar, et al. (2007). ""Changes in fish assemblages following 10 years of protection in Tasmanian marine protected areas."" Journal of Experimental Marine Biology and Ecology 345: 141-157._13",Notolabrus fucicola
1,Year,Density,"Barrett, N. S., G. J. Edgar, et al. (2007). ""Changes in fish assemblages following 10 years of protection in Tasmanian marine protected areas."" Journal of Experimental Marine Biology and Ecology 345: 141-157._14",Acanthaluteres vittiger
1,Year,Density,"Barrett, N. S., G. J. Edgar, et al. (2007). ""Changes in fish assemblages following 10 years of protection in Tasmanian marine protected areas."" Journal of Experimental Marine Biology and Ecology 345: 141-157._15",Latridopsis forsteri
1,Year,Density,"Barrett, N. S., G. J. Edgar, et al. (2007). ""Changes in fish assemblages following 10 years of protection in Tasmanian marine protected areas."" Journal of Experimental Marine Biology and Ecology 345: 141-157._17",Latridopsis forsteri
1,Year,Density,"Barrett, N. S., G. J. Edgar, et al. (2007). ""Changes in fish assemblages following 10 years of protection in Tasmanian marine protected areas."" Journal of Experimental Marine Biology and Ecology 345: 141-157._18",Meuschenia australis
1,Year,Density,"Barrett, N. S., G. J. Edgar, et al. (2007). ""Changes in fish assemblages following 10 years of protection in Tasmanian marine protected areas."" Journal of Experimental Marine Biology and Ecology 345: 141-157._19",Diodon nicthemerus
1,Year,Density,"Barrett, N. S., G. J. Edgar, et al. (2007). ""Changes in fish assemblages following 10 years of protection in Tasmanian marine protected areas."" Journal of Experimental Marine Biology and Ecology 345: 141-157._20",Diodon nicthemerus
1,Year,Density,"Barrett, N. S., G. J. Edgar, et al. (2007). ""Changes in fish assemblages following 10 years of protection in Tasmanian marine protected areas."" Journal of Experimental Marine Biology and Ecology 345: 141-157._21",Meuschenia australis
1,Year,Density,"Barrett, N. S., G. J. Edgar, et al. (2007). ""Changes in fish assemblages following 10 years of protection in Tasmanian marine protected areas."" Journal of Experimental Marine Biology and Ecology 345: 141-157._23",Pictilabrus laticlavius
1,Year,Density,"Barrett, N. S., G. J. Edgar, et al. (2007). ""Changes in fish assemblages following 10 years of protection in Tasmanian marine protected areas."" Journal of Experimental Marine Biology and Ecology 345: 141-157._24",Pseudolabrus rubicundus
1,Year,Density,"Barrett, N. S., G. J. Edgar, et al. (2007). ""Changes in fish assemblages following 10 years of protection in Tasmanian marine protected areas."" Journal of Experimental Marine Biology and Ecology 345: 141-157._28",Pictilabrus laticlavius
1,Year,Density,"Barrett, N. S., G. J. Edgar, et al. (2007). ""Changes in fish assemblages following 10 years of protection in Tasmanian marine protected areas."" Journal of Experimental Marine Biology and Ecology 345: 141-157._38",Pseudolabrus rubicundus
1,Year,Density,"Barrett, N. S., G. J. Edgar, et al. (2007). ""Changes in fish assemblages following 10 years of protection in Tasmanian marine protected areas."" Journal of Experimental Marine Biology and Ecology 345: 141-157._39",Neoodax balteatus
1,Year,Density,"Barrett, N. S., G. J. Edgar, et al. (2007). ""Changes in fish assemblages following 10 years of protection in Tasmanian marine protected areas."" Journal of Experimental Marine Biology and Ecology 345: 141-157._40",Neoodax balteatus
1,Year,Density,"Barrett, N. S., G. J. Edgar, et al. (2007). ""Changes in fish assemblages following 10 years of protection in Tasmanian marine protected areas."" Journal of Experimental Marine Biology and Ecology 345: 141-157._41",Trachinops caudimaculatus
1,Year,Density,"Barrett, N. S., G. J. Edgar, et al. (2007). ""Changes in fish assemblages following 10 years of protection in Tasmanian marine protected areas."" Journal of Experimental Marine Biology and Ecology 345: 141-157._42",Trachinops caudimaculatus
1,Year,Density,"Barrett, N. S., G. J. Edgar, et al. (2007). ""Changes in fish assemblages following 10 years of protection in Tasmanian marine protected areas."" Journal of Experimental Marine Biology and Ecology 345: 141-157._43",Pempheris multiradiata
1,Year,Density,"Barrett, N. S., G. J. Edgar, et al. (2007). ""Changes in fish assemblages following 10 years of protection in Tasmanian marine protected areas."" Journal of Experimental Marine Biology and Ecology 345: 141-157._44",Pempheris multiradiata
1,Year,CPUE,"Bush, P. G., D. E. Lane, et al. (2006). The Nassau Grouper Spawning Aggregation Fishery of the Cayman Islands – An Historical and Management Perspective, Gulf and Caribbean Fisheries Institute. 57: 515-524._2",Epinephelus striatus
1,Year,CPUE,"Bush, P. G., D. E. Lane, et al. (2006). The Nassau Grouper Spawning Aggregation Fishery of the Cayman Islands – An Historical and Management Perspective, Gulf and Caribbean Fisheries Institute. 57: 515-524._3",Epinephelus striatus
1,Year,CPUE,"Regional Aquatics Monitoring Program (RAMP) (2013). Retrieved 10/02/2014, from http://www.ramp-alberta.org/data/Fisheries/Inventory/InventoryEffort.aspx._5",Platygobio gracilis
1,Year,CPUE,"Regional Aquatics Monitoring Program (RAMP) (2013). Retrieved 10/02/2014, from http://www.ramp-alberta.org/data/Fisheries/Inventory/InventoryEffort.aspx._6",Hiodon alosoides
1,Year,CPUE,"Regional Aquatics Monitoring Program (RAMP) (2013). Retrieved 10/02/2014, from http://www.ramp-alberta.org/data/Fisheries/Inventory/InventoryEffort.aspx._9",Coregonus clupeaformis
1,Year,CPUE,"Regional Aquatics Monitoring Program (RAMP) (2013). Retrieved 10/02/2014, from http://www.ramp-alberta.org/data/Fisheries/Inventory/InventoryEffort.aspx._11",Catostomus catostomus
1,Year,CPUE,"Regional Aquatics Monitoring Program (RAMP) (2013). Retrieved 10/02/2014, from http://www.ramp-alberta.org/data/Fisheries/Inventory/InventoryEffort.aspx._15",Esox lucius
1,Year,CPUE,"Regional Aquatics Monitoring Program (RAMP) (2013). Retrieved 10/02/2014, from http://www.ramp-alberta.org/data/Fisheries/Inventory/InventoryEffort.aspx._19",Percopsis omiscomaycus
1,Year,CPUE,"Regional Aquatics Monitoring Program (RAMP) (2013). Retrieved 10/02/2014, from http://www.ramp-alberta.org/data/Fisheries/Inventory/InventoryEffort.aspx._22",Sander vitreus
1,Year,CPUE,"Regional Aquatics Monitoring Program (RAMP) (2013). Retrieved 10/02/2014, from http://www.ramp-alberta.org/data/Fisheries/Inventory/InventoryEffort.aspx._25",Catostomus commersonii
1,Year,CPUE,"VanGerwen-Toyne, M., A. C. Day, et al. (2013). ""Information in support of Assessment of Buffalo River Inconnu, (Stenodus leucichthys), Great Slave Lake, Northwest Territories, 1945-2009."" DFO Can. Sci. Advis. Sec. Res. Doc. 2012/069: vi + 81 p._1",Stenodus leucichthys
1,Year,CPUE,"DFO (2013). ""Recovery potential assessment for Smooth skate (Malacoraja senta) Funk Island Deep designatable unit."" DFO Can. Sci. Advis. Sec. Res. Doc. 2013/035._1",Malacoraja senta
1,Year,CPUE,"DFO (2013). ""Recovery potential assessment for Smooth skate (Malacoraja senta) Funk Island Deep designatable unit."" DFO Can. Sci. Advis. Sec. Res. Doc. 2013/035._2",Malacoraja senta
1,Year,CPUE,"Simpson, M. R., L. G. S. Mello, et al. (2012). ""A pre-COSEWIC assessment of three species of Wolffish (Anarhichas denticulatus, A. minor, and A. lupus) in Canadian waters of the Northwest Atlantic Ocean."" DFO Can. Sci. Advis. Sec. Res. Doc. 2011/122: iv+69 p._4",Anarhichas denticulatus
1,Year,CPUE,"Simpson, M. R., L. G. S. Mello, et al. (2012). ""A pre-COSEWIC assessment of three species of Wolffish (Anarhichas denticulatus, A. minor, and A. lupus) in Canadian waters of the Northwest Atlantic Ocean."" DFO Can. Sci. Advis. Sec. Res. Doc. 2011/122: iv+69 p._5",Anarhichas lupus
1,Year,CPUE,"Simpson, M. R., L. G. S. Mello, et al. (2012). ""A pre-COSEWIC assessment of three species of Wolffish (Anarhichas denticulatus, A. minor, and A. lupus) in Canadian waters of the Northwest Atlantic Ocean."" DFO Can. Sci. Advis. Sec. Res. Doc. 2011/122: iv+69 p._6",Anarhichas minor
1,Year,CPUE,"Simpson, M. R., L. G. S. Mello, et al. (2012). ""A pre-COSEWIC assessment of three species of Wolffish (Anarhichas denticulatus, A. minor, and A. lupus) in Canadian waters of the Northwest Atlantic Ocean."" DFO Can. Sci. Advis. Sec. Res. Doc. 2011/122: iv+69 p._7",Anarhichas denticulatus
1,Year,CPUE,"Simpson, M. R., L. G. S. Mello, et al. (2012). ""A pre-COSEWIC assessment of three species of Wolffish (Anarhichas denticulatus, A. minor, and A. lupus) in Canadian waters of the Northwest Atlantic Ocean."" DFO Can. Sci. Advis. Sec. Res. Doc. 2011/122: iv+69 p._8",Anarhichas lupus
1,Year,CPUE,"Simpson, M. R., L. G. S. Mello, et al. (2012). ""A pre-COSEWIC assessment of three species of Wolffish (Anarhichas denticulatus, A. minor, and A. lupus) in Canadian waters of the Northwest Atlantic Ocean."" DFO Can. Sci. Advis. Sec. Res. Doc. 2011/122: iv+69 p._9",Anarhichas minor
1,Year,CPUE,"Simpson, M. R., L. G. S. Mello, et al. (2012). ""A pre-COSEWIC assessment of three species of Wolffish (Anarhichas denticulatus, A. minor, and A. lupus) in Canadian waters of the Northwest Atlantic Ocean."" DFO Can. Sci. Advis. Sec. Res. Doc. 2011/122: iv+69 p._11",Anarhichas lupus
1,Year,CPUE,"Simpson, M. R., L. G. S. Mello, et al. (2012). ""A pre-COSEWIC assessment of three species of Wolffish (Anarhichas denticulatus, A. minor, and A. lupus) in Canadian waters of the Northwest Atlantic Ocean."" DFO Can. Sci. Advis. Sec. Res. Doc. 2011/122: iv+69 p._14",Anarhichas lupus
1,Year,CPUE,"Simpson, M. R., L. G. S. Mello, et al. (2012). ""A pre-COSEWIC assessment of three species of Wolffish (Anarhichas denticulatus, A. minor, and A. lupus) in Canadian waters of the Northwest Atlantic Ocean."" DFO Can. Sci. Advis. Sec. Res. Doc. 2011/122: iv+69 p._17",Anarhichas lupus
1,Year,CPUE,"Simpson, M. R., L. G. S. Mello, et al. (2012). ""A pre-COSEWIC assessment of three species of Wolffish (Anarhichas denticulatus, A. minor, and A. lupus) in Canadian waters of the Northwest Atlantic Ocean."" DFO Can. Sci. Advis. Sec. Res. Doc. 2011/122: iv+69 p._19",Anarhichas denticulatus
1,Year,CPUE,"Simpson, M. R., L. G. S. Mello, et al. (2012). ""A pre-COSEWIC assessment of three species of Wolffish (Anarhichas denticulatus, A. minor, and A. lupus) in Canadian waters of the Northwest Atlantic Ocean."" DFO Can. Sci. Advis. Sec. Res. Doc. 2011/122: iv+69 p._20",Anarhichas lupus
1,Year,CPUE,"Simpson, M. R., L. G. S. Mello, et al. (2012). ""A pre-COSEWIC assessment of three species of Wolffish (Anarhichas denticulatus, A. minor, and A. lupus) in Canadian waters of the Northwest Atlantic Ocean."" DFO Can. Sci. Advis. Sec. Res. Doc. 2011/122: iv+69 p._21",Anarhichas minor
1,Year,CPUE,"Simpson, M. R., L. G. S. Mello, et al. (2012). ""A pre-COSEWIC assessment of three species of Wolffish (Anarhichas denticulatus, A. minor, and A. lupus) in Canadian waters of the Northwest Atlantic Ocean."" DFO Can. Sci. Advis. Sec. Res. Doc. 2011/122: iv+69 p._22",Anarhichas denticulatus
1,Year,CPUE,"Simpson, M. R., L. G. S. Mello, et al. (2012). ""A pre-COSEWIC assessment of three species of Wolffish (Anarhichas denticulatus, A. minor, and A. lupus) in Canadian waters of the Northwest Atlantic Ocean."" DFO Can. Sci. Advis. Sec. Res. Doc. 2011/122: iv+69 p._23",Anarhichas lupus
1,Year,CPUE,"Simpson, M. R., L. G. S. Mello, et al. (2012). ""A pre-COSEWIC assessment of three species of Wolffish (Anarhichas denticulatus, A. minor, and A. lupus) in Canadian waters of the Northwest Atlantic Ocean."" DFO Can. Sci. Advis. Sec. Res. Doc. 2011/122: iv+69 p._24",Anarhichas minor
1,Year,CPUE,"Paul, S. D., A. Hanke, et al. (2011). ""Indices of stock status from the 2009 Canadian bluefin tuna fishery."" Collect. Vol. Sci. Pap. ICCAT 66(3): 1170-1203._1",Thunnus thynnus
1,Year,CPUE,"Paul, S. D., A. Hanke, et al. (2011). ""Indices of stock status from the 2009 Canadian bluefin tuna fishery."" Collect. Vol. Sci. Pap. ICCAT 66(3): 1170-1203._2",Thunnus thynnus
1,Year,CPUE,"Ontario Ministry of Natural Resources (2013). Lake Ontario Fish Communities and Fisheries: 2012 Annual Report of the Lake Ontario Management Unit. Picton, Ontario, Canada, Ontario Ministry of Natural Resources.| Ontario Ministry of Natural Resources and Forestry. 2019. Lake Ontario Fish Communities and Fisheries: 2018 Annual Report of the Lake Ontario Management Unit. (Eds). Ontario Ministry of Natural Resources and Forestry, Picton, Ontario, Canada._1",Perca flavescens
1,Year,CPUE,"Ontario Ministry of Natural Resources (2013). Lake Ontario Fish Communities and Fisheries: 2012 Annual Report of the Lake Ontario Management Unit. Picton, Ontario, Canada, Ontario Ministry of Natural Resources.| Ontario Ministry of Natural Resources and Forestry. 2019. Lake Ontario Fish Communities and Fisheries: 2018 Annual Report of the Lake Ontario Management Unit. (Eds). Ontario Ministry of Natural Resources and Forestry, Picton, Ontario, Canada._2",Neogobius melanostomus
1,Year,CPUE,"Ontario Ministry of Natural Resources (2013). Lake Ontario Fish Communities and Fisheries: 2012 Annual Report of the Lake Ontario Management Unit. Picton, Ontario, Canada, Ontario Ministry of Natural Resources.| Ontario Ministry of Natural Resources and Forestry. 2019. Lake Ontario Fish Communities and Fisheries: 2018 Annual Report of the Lake Ontario Management Unit. (Eds). Ontario Ministry of Natural Resources and Forestry, Picton, Ontario, Canada._3",Sander vitreus
1,Year,CPUE,"Ontario Ministry of Natural Resources (2013). Lake Ontario Fish Communities and Fisheries: 2012 Annual Report of the Lake Ontario Management Unit. Picton, Ontario, Canada, Ontario Ministry of Natural Resources.| Ontario Ministry of Natural Resources and Forestry. 2019. Lake Ontario Fish Communities and Fisheries: 2018 Annual Report of the Lake Ontario Management Unit. (Eds). Ontario Ministry of Natural Resources and Forestry, Picton, Ontario, Canada._4",Micropterus dolomieu
1,Year,CPUE,"Ontario Ministry of Natural Resources (2013). Lake Ontario Fish Communities and Fisheries: 2012 Annual Report of the Lake Ontario Management Unit. Picton, Ontario, Canada, Ontario Ministry of Natural Resources.| Ontario Ministry of Natural Resources and Forestry. 2019. Lake Ontario Fish Communities and Fisheries: 2018 Annual Report of the Lake Ontario Management Unit. (Eds). Ontario Ministry of Natural Resources and Forestry, Picton, Ontario, Canada._5",Salvelinus namaycush
1,Year,CPUE,"Ontario Ministry of Natural Resources (2013). Lake Ontario Fish Communities and Fisheries: 2012 Annual Report of the Lake Ontario Management Unit. Picton, Ontario, Canada, Ontario Ministry of Natural Resources.| Ontario Ministry of Natural Resources and Forestry. 2019. Lake Ontario Fish Communities and Fisheries: 2018 Annual Report of the Lake Ontario Management Unit. (Eds). Ontario Ministry of Natural Resources and Forestry, Picton, Ontario, Canada._6",Coregonus clupeaformis
1,Year,CPUE,"Ontario Ministry of Natural Resources (2013). Lake Ontario Fish Communities and Fisheries: 2012 Annual Report of the Lake Ontario Management Unit. Picton, Ontario, Canada, Ontario Ministry of Natural Resources._2",Prosopium cylindraceum
1,Year,CPUE,"Ontario Ministry of Natural Resources (2013). Lake Ontario Fish Communities and Fisheries: 2012 Annual Report of the Lake Ontario Management Unit. Picton, Ontario, Canada, Ontario Ministry of Natural Resources._3",Lota lota
1,Year,CPUE,"Ontario Ministry of Natural Resources (2013). Lake Ontario Fish Communities and Fisheries: 2012 Annual Report of the Lake Ontario Management Unit. Picton, Ontario, Canada, Ontario Ministry of Natural Resources.| Ontario Ministry of Natural Resources and Forestry. 2019. Lake Ontario Fish Communities and Fisheries: 2018 Annual Report of the Lake Ontario Management Unit. (Eds). Ontario Ministry of Natural Resources and Forestry, Picton, Ontario, Canada._7",Alosa pseudoharengus
1,Year,CPUE,"Ontario Ministry of Natural Resources (2013). Lake Ontario Fish Communities and Fisheries: 2012 Annual Report of the Lake Ontario Management Unit. Picton, Ontario, Canada, Ontario Ministry of Natural Resources.| Ontario Ministry of Natural Resources and Forestry. 2019. Lake Ontario Fish Communities and Fisheries: 2018 Annual Report of the Lake Ontario Management Unit. (Eds). Ontario Ministry of Natural Resources and Forestry, Picton, Ontario, Canada._8",Oncorhynchus tshawytscha
1,Year,CPUE,"Ontario Ministry of Natural Resources (2013). Lake Ontario Fish Communities and Fisheries: 2012 Annual Report of the Lake Ontario Management Unit. Picton, Ontario, Canada, Ontario Ministry of Natural Resources._4",Coregonus artedi
1,Year,CPUE,"Ontario Ministry of Natural Resources (2013). Lake Ontario Fish Communities and Fisheries: 2012 Annual Report of the Lake Ontario Management Unit. Picton, Ontario, Canada, Ontario Ministry of Natural Resources.| Ontario Ministry of Natural Resources and Forestry. 2019. Lake Ontario Fish Communities and Fisheries: 2018 Annual Report of the Lake Ontario Management Unit. (Eds). Ontario Ministry of Natural Resources and Forestry, Picton, Ontario, Canada._10",Alosa pseudoharengus
1,Year,CPUE,"Ontario Ministry of Natural Resources (2013). Lake Ontario Fish Communities and Fisheries: 2012 Annual Report of the Lake Ontario Management Unit. Picton, Ontario, Canada, Ontario Ministry of Natural Resources.| Ontario Ministry of Natural Resources and Forestry. 2019. Lake Ontario Fish Communities and Fisheries: 2018 Annual Report of the Lake Ontario Management Unit. (Eds). Ontario Ministry of Natural Resources and Forestry, Picton, Ontario, Canada._11",Coregonus clupeaformis
1,Year,CPUE,"Ontario Ministry of Natural Resources (2013). Lake Ontario Fish Communities and Fisheries: 2012 Annual Report of the Lake Ontario Management Unit. Picton, Ontario, Canada, Ontario Ministry of Natural Resources.| Ontario Ministry of Natural Resources and Forestry. 2019. Lake Ontario Fish Communities and Fisheries: 2018 Annual Report of the Lake Ontario Management Unit. (Eds). Ontario Ministry of Natural Resources and Forestry, Picton, Ontario, Canada._12",Coregonus artedi
1,Year,CPUE,"Ontario Ministry of Natural Resources (2013). Lake Ontario Fish Communities and Fisheries: 2012 Annual Report of the Lake Ontario Management Unit. Picton, Ontario, Canada, Ontario Ministry of Natural Resources._5",Lota lota
1,Year,CPUE,"Ontario Ministry of Natural Resources (2013). Lake Ontario Fish Communities and Fisheries: 2012 Annual Report of the Lake Ontario Management Unit. Picton, Ontario, Canada, Ontario Ministry of Natural Resources.| Ontario Ministry of Natural Resources and Forestry. 2019. Lake Ontario Fish Communities and Fisheries: 2018 Annual Report of the Lake Ontario Management Unit. (Eds). Ontario Ministry of Natural Resources and Forestry, Picton, Ontario, Canada._13",Salvelinus namaycush
1,Year,CPUE,"Ontario Ministry of Natural Resources (2013). Lake Ontario Fish Communities and Fisheries: 2012 Annual Report of the Lake Ontario Management Unit. Picton, Ontario, Canada, Ontario Ministry of Natural Resources.| Ontario Ministry of Natural Resources and Forestry. 2019. Lake Ontario Fish Communities and Fisheries: 2018 Annual Report of the Lake Ontario Management Unit. (Eds). Ontario Ministry of Natural Resources and Forestry, Picton, Ontario, Canada._14",Osmerus mordax
1,Year,CPUE,"Ontario Ministry of Natural Resources (2013). Lake Ontario Fish Communities and Fisheries: 2012 Annual Report of the Lake Ontario Management Unit. Picton, Ontario, Canada, Ontario Ministry of Natural Resources.| Ontario Ministry of Natural Resources and Forestry. 2019. Lake Ontario Fish Communities and Fisheries: 2018 Annual Report of the Lake Ontario Management Unit. (Eds). Ontario Ministry of Natural Resources and Forestry, Picton, Ontario, Canada._15",Neogobius melanostomus
1,Year,CPUE,"Ontario Ministry of Natural Resources (2013). Lake Ontario Fish Communities and Fisheries: 2012 Annual Report of the Lake Ontario Management Unit. Picton, Ontario, Canada, Ontario Ministry of Natural Resources.| Ontario Ministry of Natural Resources and Forestry. 2019. Lake Ontario Fish Communities and Fisheries: 2018 Annual Report of the Lake Ontario Management Unit. (Eds). Ontario Ministry of Natural Resources and Forestry, Picton, Ontario, Canada._16",Oncorhynchus tshawytscha
1,Year,CPUE,"Ontario Ministry of Natural Resources (2013). Lake Ontario Fish Communities and Fisheries: 2012 Annual Report of the Lake Ontario Management Unit. Picton, Ontario, Canada, Ontario Ministry of Natural Resources.| Ontario Ministry of Natural Resources and Forestry. 2019. Lake Ontario Fish Communities and Fisheries: 2018 Annual Report of the Lake Ontario Management Unit. (Eds). Ontario Ministry of Natural Resources and Forestry, Picton, Ontario, Canada._17",Perca flavescens
1,Year,CPUE,"Ontario Ministry of Natural Resources (2013). Lake Ontario Fish Communities and Fisheries: 2012 Annual Report of the Lake Ontario Management Unit. Picton, Ontario, Canada, Ontario Ministry of Natural Resources.| Ontario Ministry of Natural Resources and Forestry. 2019. Lake Ontario Fish Communities and Fisheries: 2018 Annual Report of the Lake Ontario Management Unit. (Eds). Ontario Ministry of Natural Resources and Forestry, Picton, Ontario, Canada._18",Morone americana
1,Year,CPUE,"Ontario Ministry of Natural Resources (2013). Lake Ontario Fish Communities and Fisheries: 2012 Annual Report of the Lake Ontario Management Unit. Picton, Ontario, Canada, Ontario Ministry of Natural Resources.| Ontario Ministry of Natural Resources and Forestry. 2019. Lake Ontario Fish Communities and Fisheries: 2018 Annual Report of the Lake Ontario Management Unit. (Eds). Ontario Ministry of Natural Resources and Forestry, Picton, Ontario, Canada._19",Alosa pseudoharengus
1,Year,CPUE,"Ontario Ministry of Natural Resources (2013). Lake Ontario Fish Communities and Fisheries: 2012 Annual Report of the Lake Ontario Management Unit. Picton, Ontario, Canada, Ontario Ministry of Natural Resources.| Ontario Ministry of Natural Resources and Forestry. 2019. Lake Ontario Fish Communities and Fisheries: 2018 Annual Report of the Lake Ontario Management Unit. (Eds). Ontario Ministry of Natural Resources and Forestry, Picton, Ontario, Canada._20",Sander vitreus
