plot,group,x_variable,measure,title,author,journal
324_Haubrocketal_GlobalChangeBiology_2022_SuppFig133.jpg,1,Time,N,Invasion impacts and dynamics of a European-wide introduced species,(Haubrock et al. 2022),GLOBAL CHANGE BIOLOGY
325_Haubrocketal_GlobalChangeBiology_2022_SuppFig134.jpg,1,Time,N,Invasion impacts and dynamics of a European-wide introduced species,(Haubrock et al. 2022),GLOBAL CHANGE BIOLOGY
326_Haubrocketal_GlobalChangeBiology_2022_SuppFig135.jpg,1,Time,N,Invasion impacts and dynamics of a European-wide introduced species,(Haubrock et al. 2022),GLOBAL CHANGE BIOLOGY
327_Haubrocketal_GlobalChangeBiology_2022_SuppFig136.jpg,1,Time,N,Invasion impacts and dynamics of a European-wide introduced species,(Haubrock et al. 2022),GLOBAL CHANGE BIOLOGY
328_Haubrocketal_GlobalChangeBiology_2022_SuppFig137.jpg,1,Time,N,Invasion impacts and dynamics of a European-wide introduced species,(Haubrock et al. 2022),GLOBAL CHANGE BIOLOGY
329_Haubrocketal_GlobalChangeBiology_2022_SuppFig138.jpg,1,Time,N,Invasion impacts and dynamics of a European-wide introduced species,(Haubrock et al. 2022),GLOBAL CHANGE BIOLOGY
330_Haubrocketal_GlobalChangeBiology_2022_SuppFig139.jpg,1,Time,N,Invasion impacts and dynamics of a European-wide introduced species,(Haubrock et al. 2022),GLOBAL CHANGE BIOLOGY
331_Haubrocketal_GlobalChangeBiology_2022_SuppFig140.jpg,1,Time,N,Invasion impacts and dynamics of a European-wide introduced species,(Haubrock et al. 2022),GLOBAL CHANGE BIOLOGY
332_Haubrocketal_GlobalChangeBiology_2022_SuppFig141.jpg,1,Time,N,Invasion impacts and dynamics of a European-wide introduced species,(Haubrock et al. 2022),GLOBAL CHANGE BIOLOGY
333_Haubrocketal_GlobalChangeBiology_2022_SuppFig142.jpg,1,Time,N,Invasion impacts and dynamics of a European-wide introduced species,(Haubrock et al. 2022),GLOBAL CHANGE BIOLOGY
334_Haubrocketal_GlobalChangeBiology_2022_SuppFig143.jpg,1,Time,N,Invasion impacts and dynamics of a European-wide introduced species,(Haubrock et al. 2022),GLOBAL CHANGE BIOLOGY
338_Lesteretal_JournalofAnimalEcology_2017_Fig2B-Pelorus.jpg,1,Year,Density,The long-term population dynamics of common wasps in their native and invaded range,(Lester et al. 2017),JOURNAL OF ANIMAL ECOLOGY
339_Dexteretal_Limnology&Oceanography_2015_Fig5C.jpg,1,Year,Annual Maximum Density,Persistent vs ephemeral invasions: 8.5 years of zooplankton community dynamics in the Columbia River,(Dexter et al. 2015),Limnology and Oceanography
340_Dexteretal_Limnology&Oceanography_2015_Fig5D.jpg,1,Year,Annual Maximum Density,Persistent vs ephemeral invasions: 8.5 years of zooplankton community dynamics in the Columbia River,(Dexter et al. 2015),Limnology and Oceanography
357_Tyler_EcologicalMonographs_2010_Fig2-alaska.jpg,1,Year,Abundance,"Climate, snow, ice, crashes, and declines in populations of reindeer and caribou",(Tyler 2010),Ecological Monographs
358_Tyler_EcologicalMonographs_2010_Fig2-st-george.jpg,1,Year,Abundance,"Climate, snow, ice, crashes, and declines in populations of reindeer and caribou",(Tyler 2010),Ecological Monographs
359_Tyler_EcologicalMonographs_2010_Fig2-nunivak.jpg,1,Year,Abundance,"Climate, snow, ice, crashes, and declines in populations of reindeer and caribou",(Tyler 2010),Ecological Monographs
360_Tyler_EcologicalMonographs_2010_Fig2-st-paul.jpg,1,Year,Abundance,"Climate, snow, ice, crashes, and declines in populations of reindeer and caribou",(Tyler 2010),Ecological Monographs
362_Tyler_EcologicalMonographs_2010_Fig2-hagemeister.jpg,1,Year,Abundance,"Climate, snow, ice, crashes, and declines in populations of reindeer and caribou",(Tyler 2010),Ecological Monographs
363_Tyler_EcologicalMonographs_2010_Fig2-brogger.jpg,1,Year,Abundance,"Climate, snow, ice, crashes, and declines in populations of reindeer and caribou",(Tyler 2010),Ecological Monographs
341_Morrisetal_JournalofAridEnvironments_2013_Fig5Density-JER_full,1,Year,Density,Using long-term datasets to study exotic plant invasions on rangelands in the western United States,(Morris et al. 2013),Journal of Arid Environments
339_Kauppietal_BiologicalInvasions_2015_Fig3A_full,1,Year,Density,Large-scale species invasion into a low-diversity system: spatial and temporal distribution of the invasive polychaetes Marenzelleria spp. in the Baltic Sea,(Kauppi et al. 2015),Biological Invasions
339_Kauppietal_BiologicalInvasions_2015_Fig3A_full,2,Year,Density,Large-scale species invasion into a low-diversity system: spatial and temporal distribution of the invasive polychaetes Marenzelleria spp. in the Baltic Sea,(Kauppi et al. 2015),Biological Invasions
339_Kauppietal_BiologicalInvasions_2015_Fig3A_full,3,Year,Density,Large-scale species invasion into a low-diversity system: spatial and temporal distribution of the invasive polychaetes Marenzelleria spp. in the Baltic Sea,(Kauppi et al. 2015),Biological Invasions
340_Kauppietal_BiologicalInvasions_2015_Fig3A_full,1,Year,Density,Large-scale species invasion into a low-diversity system: spatial and temporal distribution of the invasive polychaetes Marenzelleria spp. in the Baltic Sea,(Kauppi et al. 2015),Biological Invasions
340_Kauppietal_BiologicalInvasions_2015_Fig3A_full,2,Year,Density,Large-scale species invasion into a low-diversity system: spatial and temporal distribution of the invasive polychaetes Marenzelleria spp. in the Baltic Sea,(Kauppi et al. 2015),Biological Invasions
340_Kauppietal_BiologicalInvasions_2015_Fig3A_full,3,Year,Density,Large-scale species invasion into a low-diversity system: spatial and temporal distribution of the invasive polychaetes Marenzelleria spp. in the Baltic Sea,(Kauppi et al. 2015),Biological Invasions
340_Kauppietal_BiologicalInvasions_2015_Fig3A_full,5,Year,Density,Large-scale species invasion into a low-diversity system: spatial and temporal distribution of the invasive polychaetes Marenzelleria spp. in the Baltic Sea,(Kauppi et al. 2015),Biological Invasions
340_Kauppietal_BiologicalInvasions_2015_Fig3A_full,6,Year,Density,Large-scale species invasion into a low-diversity system: spatial and temporal distribution of the invasive polychaetes Marenzelleria spp. in the Baltic Sea,(Kauppi et al. 2015),Biological Invasions
115_Cecereetal_BotanicaMarina_2016_Fig4-Cimino.jpg,1,Mon-Year,Biomass,Fate of two invasive or potentially invasive alien seaweeds in a central Mediterranean transitional water system: failure and success,(Cecere et al. 2016),BOTANICA MARINA
116_Cecereetal_BotanicaMarina_2016_Fig4-Battendieri.jpg,1,Mon-Year,Biomass,Fate of two invasive or potentially invasive alien seaweeds in a central Mediterranean transitional water system: failure and success,(Cecere et al. 2016),BOTANICA MARINA
108_Buttgeretal_HelgolandMarineResearch_2008_Fig2A.jpg,1,Year,Biomass,Community dynamics of intertidal soft-bottom mussel beds over two decades,(Büttger et al. 2008),Helgoland Marine Research
109_Buttgeretal_HelgolandMarineResearch_2008_Fig2B.jpg,1,Year,Density,Community dynamics of intertidal soft-bottom mussel beds over two decades,(Büttger et al. 2008),Helgoland Marine Research
181_McCallumetal_BiologicalInvasions_2014-Table1,1,Year,CPUE,Persistence of an invasive fish (neogobius melanostomus) in a contaminated ecosystem,(McCallum et al. 2014),Biological Invasions
181_McCallumetal_BiologicalInvasions_2014-Table1,2,Year,CPUE,Persistence of an invasive fish (neogobius melanostomus) in a contaminated ecosystem,(McCallum et al. 2014),Biological Invasions
181_McCallumetal_BiologicalInvasions_2014-Table1,3,Year,CPUE,Persistence of an invasive fish (neogobius melanostomus) in a contaminated ecosystem,(McCallum et al. 2014),Biological Invasions
181_McCallumetal_BiologicalInvasions_2014-Table1,4,Year,CPUE,Persistence of an invasive fish (neogobius melanostomus) in a contaminated ecosystem,(McCallum et al. 2014),Biological Invasions
181_McCallumetal_BiologicalInvasions_2014-Table1,7,Year,CPUE,Persistence of an invasive fish (neogobius melanostomus) in a contaminated ecosystem,(McCallum et al. 2014),Biological Invasions
187_Scheffer_TheScientificMonthly_1951_Table1,1,Year,N,The Rise and Fall of a Reindeer Herd,(Scheffer 1951),The Scientific Monthly
187_Scheffer_TheScientificMonthly_1951_Table1,2,Year,N,The Rise and Fall of a Reindeer Herd,(Scheffer 1951),The Scientific Monthly
365_Larsonetal_Ecology_2019&EcologicalApplication_2023_HighLake,1,Year,CPUE,Habitat explains patterns of population decline for an invasive crayfish,(Larson et al. 2019),Ecology
365_Larsonetal_Ecology_2019&EcologicalApplication_2023_LittleJohn,1,Year,CPUE,Habitat explains patterns of population decline for an invasive crayfish,(Larson et al. 2019),Ecology
365_Larsonetal_Ecology_2019&EcologicalApplication_2023_LittleStar,1,Year,CPUE,Habitat explains patterns of population decline for an invasive crayfish,(Larson et al. 2019),Ecology
365_Larsonetal_Ecology_2019&EcologicalApplication_2023_Papoose,1,Year,CPUE,Habitat explains patterns of population decline for an invasive crayfish,(Larson et al. 2019),Ecology
365_Larsonetal_Ecology_2019&EcologicalApplication_2023_Plum,1,Year,CPUE,Habitat explains patterns of population decline for an invasive crayfish,(Larson et al. 2019),Ecology
365_Larsonetal_Ecology_2019&EcologicalApplication_2023_PresqueIsle,1,Year,CPUE,Habitat explains patterns of population decline for an invasive crayfish,(Larson et al. 2019),Ecology
364_Larsonetal_EcologicalApplications_2023_Spider,1,Year,CPUE,Habitat explains patterns of population decline for an invasive crayfish,(Larson et al. 2019),Ecology
366_Larsonetal_Ecology_2019_Big,1,Year,CPUE,Habitat explains patterns of population decline for an invasive crayfish,(Larson et al. 2019),Ecology
366_Larsonetal_Ecology_2019_Island,1,Year,CPUE,Habitat explains patterns of population decline for an invasive crayfish,(Larson et al. 2019),Ecology
366_Larsonetal_Ecology_2019_VanVliet,1,Year,CPUE,Habitat explains patterns of population decline for an invasive crayfish,(Larson et al. 2019),Ecology
Pintaretal_BiologicalInvasion_2023_jewelfish,1,Mon-Year,Density,Contrasting invasion histories and effects of three non-native fishes observed with long-term monitoring data,(Pintar et al. 2023),Biological Invasions
Pintaretal_BiologicalInvasion_2023_jewelfish,2,Mon-Year,Density,Contrasting invasion histories and effects of three non-native fishes observed with long-term monitoring data,(Pintar et al. 2023),Biological Invasions
Pintaretal_BiologicalInvasion_2023_jewelfish,3,Mon-Year,Density,Contrasting invasion histories and effects of three non-native fishes observed with long-term monitoring data,(Pintar et al. 2023),Biological Invasions
Pintaretal_BiologicalInvasion_2023_mayans,1,Mon-Year,CPUE,Contrasting invasion histories and effects of three non-native fishes observed with long-term monitoring data,(Pintar et al. 2023),Biological Invasions
Pintaretal_BiologicalInvasion_2023_mayans,2,Mon-Year,CPUE,Contrasting invasion histories and effects of three non-native fishes observed with long-term monitoring data,(Pintar et al. 2023),Biological Invasions
Pintaretal_BiologicalInvasion_2023_mayans,3,Mon-Year,CPUE,Contrasting invasion histories and effects of three non-native fishes observed with long-term monitoring data,(Pintar et al. 2023),Biological Invasions
