title,author,journal,search,population,island,region,time.series,native.species,survey.freq,ecosystem,continent,kingdom,major.group,species.names,common.name,digitized,plot,group,longevity.yrs
"Population dynamics, distribution, and growth rate of tilapia (Oreochromis mossambicus) in the Salton Sea, California, with notes on bairdiella (Bairdiella icistia) and orangemouth corvina (Cynoscion xanthulus)",(Caskey et al. 2007),HYDROBIOLOGIA,Web of Science,Y,N,Alamo River Mouth,Y,N,yearly,Freshwater,North America,Animalia,Actinopterygii,Cynoscion xanthulus,,Y,111_Caskeyetal_Hydrobiologia_2007_Fig7-Corvina.jpg,4,19.077
"Population dynamics, distribution, and growth rate of tilapia (Oreochromis mossambicus) in the Salton Sea, California, with notes on bairdiella (Bairdiella icistia) and orangemouth corvina (Cynoscion xanthulus)",(Caskey et al. 2007),HYDROBIOLOGIA,Web of Science,Y,N,New River Mouth,Y,N,yearly,Freshwater,North America,Animalia,Actinopterygii,Cynoscion xanthulus,,Y,111_Caskeyetal_Hydrobiologia_2007_Fig7-Corvina.jpg,5,19.077
"Population dynamics, distribution, and growth rate of tilapia (Oreochromis mossambicus) in the Salton Sea, California, with notes on bairdiella (Bairdiella icistia) and orangemouth corvina (Cynoscion xanthulus)",(Caskey et al. 2007),HYDROBIOLOGIA,Web of Science,Y,N,Northwest,Y,N,yearly,Freshwater,North America,Animalia,Actinopterygii,Cynoscion xanthulus,,Y,111_Caskeyetal_Hydrobiologia_2007_Fig7-Corvina.jpg,6,19.077
"Population dynamics, distribution, and growth rate of tilapia (Oreochromis mossambicus) in the Salton Sea, California, with notes on bairdiella (Bairdiella icistia) and orangemouth corvina (Cynoscion xanthulus)",(Caskey et al. 2007),HYDROBIOLOGIA,Web of Science,Y,N,Mean,Y,N,yearly,Freshwater,North America,Animalia,Actinopterygii,Cynoscion xanthulus,,Y,111_Caskeyetal_Hydrobiologia_2007_Fig7-Corvina.jpg,7,19.077
"Distribution, abundance and condition of an invasive bivalve (Corbicula fluminea) along an artificial thermal gradient in the St. Lawrence River",(Castaneda et al. 2018),Aquatic invasions,Web of Science,Y,N,,Y,N,bi-yearly,Freshwater,North America,Animalia,Bivalvia,Corbicula fluminea,,Table,170_Carbayoetal_BiologicalInvasions_2008_Table1_Entireplume,1,4
"Distribution, abundance and condition of an invasive bivalve (Corbicula fluminea) along an artificial thermal gradient in the St. Lawrence River",(Castaneda et al. 2018),Aquatic invasions,Web of Science,Y,N,,Y,N,bi-yearly,Freshwater,North America,Animalia,Bivalvia,Corbicula fluminea,,Table,171_Carbayoetal_BiologicalInvasions_2008_Table1_Canal,1,4
Fate of two invasive or potentially invasive alien seaweeds in a central Mediterranean transitional water system: failure and success,(Cecere et al. 2016),BOTANICA MARINA,Web of Science,Y,N,,Y,N,monthly,Marine,Europe,Plantae,Rhodophyta,Undaria pinnatifida,,Y,114_Cecereetal_BotanicaMarina_2016_Fig2.jpg,1,1
Fate of two invasive or potentially invasive alien seaweeds in a central Mediterranean transitional water system: failure and success,(Cecere et al. 2016),BOTANICA MARINA,Strayer SI,Y,N,Battendieri,Y,N,monthly,Marine,Europe,Plantae,Rhodophyta,Hypnea cornuta,,Y,116_Cecereetal_BotanicaMarina_2016_Fig4-Battendieri.jpg,1,0.323287671
Fate of two invasive or potentially invasive alien seaweeds in a central Mediterranean transitional water system: failure and success,(Cecere et al. 2016),BOTANICA MARINA,Strayer SI,Y,N,Battendieri,Y,N,monthly,Marine,Europe,Plantae,Rhodophyta,Hypnea cornuta,,Y,116_Cecereetal_BotanicaMarina_2016_Fig4-Battendieri.jpg,2,0.323287671
Fate of two invasive or potentially invasive alien seaweeds in a central Mediterranean transitional water system: failure and success,(Cecere et al. 2016),BOTANICA MARINA,Strayer SI,Y,N,Battendieri,Y,N,monthly,Marine,Europe,Plantae,Rhodophyta,Hypnea cornuta,,Y,116_Cecereetal_BotanicaMarina_2016_Fig4-Battendieri.jpg,3,0.323287671
Fate of two invasive or potentially invasive alien seaweeds in a central Mediterranean transitional water system: failure and success,(Cecere et al. 2016),BOTANICA MARINA,Strayer SI,Y,N,Battendieri,Y,N,monthly,Marine,Europe,Plantae,Rhodophyta,Hypnea cornuta,,Y,116_Cecereetal_BotanicaMarina_2016_Fig4-Battendieri.jpg,4,0.323287671
Fate of two invasive or potentially invasive alien seaweeds in a central Mediterranean transitional water system: failure and success,(Cecere et al. 2016),BOTANICA MARINA,Strayer SI,Y,N,Battendieri,Y,N,monthly,Marine,Europe,Plantae,Rhodophyta,Hypnea cornuta,,Y,116_Cecereetal_BotanicaMarina_2016_Fig4-Battendieri.jpg,5,0.323287671
Fate of two invasive or potentially invasive alien seaweeds in a central Mediterranean transitional water system: failure and success,(Cecere et al. 2016),BOTANICA MARINA,Strayer SI,Y,N,Battendieri,Y,N,monthly,Marine,Europe,Plantae,Rhodophyta,Hypnea cornuta,,Y,116_Cecereetal_BotanicaMarina_2016_Fig4-Battendieri.jpg,6,0.323287671
Fate of two invasive or potentially invasive alien seaweeds in a central Mediterranean transitional water system: failure and success,(Cecere et al. 2016),BOTANICA MARINA,Strayer SI,Y,N,Cimino,Y,N,monthly,Marine,Europe,Plantae,Rhodophyta,Hypnea cornuta,,Y,115_Cecereetal_BotanicaMarina_2016_Fig4-Cimino.jpg,1,0.323287671
Fate of two invasive or potentially invasive alien seaweeds in a central Mediterranean transitional water system: failure and success,(Cecere et al. 2016),BOTANICA MARINA,Strayer SI,Y,N,Cimino,Y,N,monthly,Marine,Europe,Plantae,Rhodophyta,Hypnea cornuta,,Y,115_Cecereetal_BotanicaMarina_2016_Fig4-Cimino.jpg,2,0.323287671
Fate of two invasive or potentially invasive alien seaweeds in a central Mediterranean transitional water system: failure and success,(Cecere et al. 2016),BOTANICA MARINA,Strayer SI,Y,N,Cimino,Y,N,monthly,Marine,Europe,Plantae,Rhodophyta,Hypnea cornuta,,Y,115_Cecereetal_BotanicaMarina_2016_Fig4-Cimino.jpg,3,0.323287671
Fate of two invasive or potentially invasive alien seaweeds in a central Mediterranean transitional water system: failure and success,(Cecere et al. 2016),BOTANICA MARINA,Strayer SI,Y,N,Cimino,Y,N,monthly,Marine,Europe,Plantae,Rhodophyta,Hypnea cornuta,,Y,115_Cecereetal_BotanicaMarina_2016_Fig4-Cimino.jpg,4,0.323287671
Fate of two invasive or potentially invasive alien seaweeds in a central Mediterranean transitional water system: failure and success,(Cecere et al. 2016),BOTANICA MARINA,Strayer SI,Y,N,Cimino,Y,N,monthly,Marine,Europe,Plantae,Rhodophyta,Hypnea cornuta,,Y,115_Cecereetal_BotanicaMarina_2016_Fig4-Cimino.jpg,5,0.323287671
Fate of two invasive or potentially invasive alien seaweeds in a central Mediterranean transitional water system: failure and success,(Cecere et al. 2016),BOTANICA MARINA,Strayer SI,Y,N,Cimino,Y,N,monthly,Marine,Europe,Plantae,Rhodophyta,Hypnea cornuta,,Y,115_Cecereetal_BotanicaMarina_2016_Fig4-Cimino.jpg,6,0.323287671
"Here today, gone tomorrow: declines and local extinctions of invaseve ant populations in the absence of intervention",(Cooling et al. 2012),Biological Invasions,Strayer SI,Y,N,Ga,Y,N,yearly,Terrestrial,Australia,Animalia,Insecta,Anoplolepis gracilipes,,Table,172_Cooling&Hoffman_BiologicalInvasions_2015_Table1_Ga,1,0.58
Weevils and Watermilfoil: Did a North American Herbivore cause the decline of an exotic plant?,(Creed & Sheldon 1995),Ecological Applications,Strayer SI,Y,N,West,Y,N,tri-yearly,Freshwater,North America,Plantae,Tracheophyta,Myriophyllum spicatum,,Y,117_Creed&Sheldon_EcologicalApplications_1995_Fig1A.jpg,1,2.5
Weevils and Watermilfoil: Did a North American Herbivore cause the decline of an exotic plant?,(Creed & Sheldon 1995),Ecological Applications,Strayer SI,Y,N,South,Y,N,tri-yearly,Freshwater,North America,Plantae,Tracheophyta,Myriophyllum spicatum,,Y,118_Creed&Sheldon_EcologicalApplications_1995_Fig2A.jpg,1,2.5
Trophic cascades triggered by overfishing reveal possible mechanisms of ecosystem regime shifts,(Daskalov et al. 2007),PNAS,Strayer SI,Y,N,East,Y,N,yearly,Marine,Europe,Animalia,Cnideria,Aurelia aurita,,Y,091_Daskalovaetal_PNAS_2007_SIFig4C.jpg,1,0.271232877
Trophic cascades triggered by overfishing reveal possible mechanisms of ecosystem regime shifts,(Daskalov et al. 2007),PNAS,Strayer SI,Y,N,Central North,Y,N,yearly,Marine,Europe,Animalia,Cnideria,Aurelia aurita,,Y,091_Daskalovaetal_PNAS_2007_SIFig4C.jpg,2,0.271232877
Trophic cascades triggered by overfishing reveal possible mechanisms of ecosystem regime shifts,(Daskalov et al. 2007),PNAS,Strayer SI,Y,N,Northwest,Y,N,yearly,Marine,Europe,Animalia,Cnideria,Aurelia aurita,,Y,091_Daskalovaetal_PNAS_2007_SIFig4C.jpg,3,0.271232877
Trophic cascades triggered by overfishing reveal possible mechanisms of ecosystem regime shifts,(Daskalov et al. 2007),PNAS,Strayer SI,Y,N,East,Y,N,yearly,Marine,Europe,Animalia,Ctenophora,Mnemiopsis leidyi,American Comb Jelly,Y,092_Daskalovaetal_PNAS_2007_SIFig4D.jpg,1,1.5
Trophic cascades triggered by overfishing reveal possible mechanisms of ecosystem regime shifts,(Daskalov et al. 2007),PNAS,Strayer SI,Y,N,Central North,Y,N,yearly,Marine,Europe,Animalia,Ctenophora,Mnemiopsis leidyi,American Comb Jelly,Y,092_Daskalovaetal_PNAS_2007_SIFig4D.jpg,2,1.5
Trophic cascades triggered by overfishing reveal possible mechanisms of ecosystem regime shifts,(Daskalov et al. 2007),PNAS,Strayer SI,Y,N,Northwest,Y,N,yearly,Marine,Europe,Animalia,Ctenophora,Mnemiopsis leidyi,American Comb Jelly,Y,092_Daskalovaetal_PNAS_2007_SIFig4D.jpg,3,1.5
Macrobenthic community response to the Marenzelleria viridis (Polychaeta) invasion of a Danish estuary,(Delefosse et al. 2012),Marine Ecology Progress Series,Strayer SI,Y,N,,Y,N,yearly,Marine,Europe,Animalia,Annelida,Marenzelleria viridis,,Y,039_Delefosseetal_MarineEcologyProgressSeries_2012_Fig4.jpg,1,3
Persistent vs ephemeral invasions: 8.5 years of zooplankton community dynamics in the Columbia River,(Dexter et al. 2015),Limnology and Oceanography,Strayer SI,Y,N,,Y,N,monthly,Freshwater,North America,Animalia,Crustacea,Pseudodiaptomus forbesi,,Y,120_Dexteretal_Limnology&Oceanography_2015_Fig5A.jpg,1,0.112328767
Persistent vs ephemeral invasions: 8.5 years of zooplankton community dynamics in the Columbia River,(Dexter et al. 2015),Limnology and Oceanography,Strayer SI,Y,N,,Y,N,monthly,Freshwater,North America,Animalia,Crustacea,Bosmina coregoni,,Y,119_Dexteretal_Limnology&Oceanography_2015_Fig5B.jpg,1,0.068493151
Introduced Pacific oysters in the northern Wadden Sea: invasion accelerated by warm summers?,(Diederich et al. 2005),Helgoland Marine Research,Spear et al bibliography,Y,N,,Y,N,yearly,Marine,Asia,Animalia,Bivalvia,Crassostrea gigas,,Table,173_Diedericetal_2005_Table1-North,1,7
Introduced Pacific oysters in the northern Wadden Sea: invasion accelerated by warm summers?,(Diederich et al. 2005),Helgoland Marine Research,Spear et al bibliography,Y,N,,Y,N,yearly,Marine,Asia,Animalia,Bivalvia,Crassostrea gigas,,Table,174_Diedericetal_2005_Table1-ListBasin,1,7
Introduced Pacific oysters in the northern Wadden Sea: invasion accelerated by warm summers?,(Diederich et al. 2005),Helgoland Marine Research,Spear et al bibliography,Y,N,,Y,N,yearly,Marine,Asia,Animalia,Bivalvia,Crassostrea gigas,,Table,175_Diedericetal_2005_Table1-South,1,7
The contribution of cold winter temperatures to the 2003 alewife population collapse in Lake Huron,(Dunlop & Riley 2013),Journal of Great Lakes Research,Strayer SI,Y,N,,Y,N,yearly,Freshwater,North America,Animalia,Actinopterygii,Alosa pseudoharengus,,Y,121_Dunlop&Riley_JournalofGreatLakesResearch_2013_Fig1A.jpg,1,8
The contribution of cold winter temperatures to the 2003 alewife population collapse in Lake Huron,(Dunlop & Riley 2013),Journal of Great Lakes Research,Strayer SI,Y,N,,Y,N,yearly,Freshwater,North America,Animalia,Actinopterygii,Oncorhynchus tshawytscha,,Y,122_Dunlop&Riley_JournalofGreatLakesResearch_2013_Fig3B.jpg,1,9
Changes in fish diets and food web mercury bioaccumulation induced by an invasive planktivorous fish,(Eagles-Smith et al. 2008),Ecological Applications,Strayer SI,Y,N,,Y,N,yearly,Freshwater,North America,Animalia,Actinopterygii,Menidia beryllina,Inland Silverside,Y,010_Eagle-Smithetal_EcologicalApplications_2008_Fig2A.jpg,1,2
Changes in fish diets and food web mercury bioaccumulation induced by an invasive planktivorous fish,(Eagles-Smith et al. 2008),Ecological Applications,Strayer SI,Y,N,,Y,N,yearly,Freshwater,North America,Animalia,Actinopterygii,Micropterus salmoides,Largemouth Bass,Y,011_Eagle-Smithetal_EcologicalApplications_2008_Fig2B.jpg,1,23
Changes in fish diets and food web mercury bioaccumulation induced by an invasive planktivorous fish,(Eagles-Smith et al. 2008),Ecological Applications,Strayer SI,Y,N,,Y,N,yearly,Freshwater,North America,Animalia,Actinopterygii,Lepomis macrochirus,Bluegill,Y,012_Eagle-Smithetal_EcologicalApplications_2008_Fig2C.jpg,1,10
Changes in fish diets and food web mercury bioaccumulation induced by an invasive planktivorous fish,(Eagles-Smith et al. 2008),Ecological Applications,Strayer SI,Y,N,,Y,N,yearly,Freshwater,North America,Animalia,Actinopterygii,Dorosoma petenense,Threadfin Shad,Y,014_Eagle-Smithetal_EcologicalApplications_2008_Fig2E.jpg,1,4
Boom-bust of Sargassum muticum in northern Spain: 30 years of invasion,(Fernandez 2020),EUROPEAN JOURNAL OF PHYCOLOGY,Web of Science,Y,N,,Y,N,yearly,Marine,Europe,Chromista,Phaeophyta,Sargassum muticum,,Y,007_Fernandez_EuropeanJournalofPhycology_2020_Fig3.jpg,1,6
Changes in fish diets and food web mercury bioaccumulation induced by an invasive planktivorous fish,(Eagles-Smith et al. 2008),Ecological Applications,Strayer SI,Y,N,,Y,N,yearly,Freshwater,North America,Animalia,Actinopterygii,Cottus asper,Prickly Sculpin,Y,013_Eagle-Smithetal_EcologicalApplications_2008_Fig2D.jpg,1,7
Demographic reponses of house mice to density and temperature on sub-Antartic Marion Island,(Ferreira et al. 2006),POLAR BIOLOGY,Spear et al bibliography,Y,Y,Vegetated black lava,Y,N,yearly,Terrestrial,Antartica,Animalia,Mammalia,Mus musculus,,Y,123_Ferreiraetal_PolarBiology_2006_Fig3-VegetatedBlackLava.jpg,1,5
Post-invasion demography and persistence of a novel functional species in an estuarine system,(Forsstrom et al. 2018),BIOLOGICAL INVASIONS,Web of Science,Y,N,Kaarina,Y,N,yearly,Marine,Europe,Animalia,Crustacea,Rhithropanopeus harrisii,,Y,126_Forsstrometal_BiologicalInvasions_2018_Fig2A.jpg,1,3.5
Post-invasion demography and persistence of a novel functional species in an estuarine system,(Forsstrom et al. 2018),BIOLOGICAL INVASIONS,Web of Science,Y,N,Lapila,Y,N,yearly,Marine,Europe,Animalia,Crustacea,Rhithropanopeus harrisii,,Y,126_Forsstrometal_BiologicalInvasions_2018_Fig2A.jpg,2,3.5
Post-invasion demography and persistence of a novel functional species in an estuarine system,(Forsstrom et al. 2018),BIOLOGICAL INVASIONS,Web of Science,Y,N,Naantali,Y,N,yearly,Marine,Europe,Animalia,Crustacea,Rhithropanopeus harrisii,,Y,126_Forsstrometal_BiologicalInvasions_2018_Fig2A.jpg,3,3.5
Demographic reponses of house mice to density and temperature on sub-Antartic Marion Island,(Ferreira et al. 2006),POLAR BIOLOGY,Spear et al bibliography,Y,N,Swamps,Y,N,yearly,Terrestrial,Antartica,Animalia,Mammalia,Mus musculus,,Y,124_Ferreiraetal_PolarBiology_2006_Fig3-Swamps.jpg,1,5
Demographic reponses of house mice to density and temperature on sub-Antartic Marion Island,(Ferreira et al. 2006),POLAR BIOLOGY,Spear et al bibliography,Y,N,Biotically influenced areas,Y,N,yearly,Terrestrial,Antartica,Animalia,Mammalia,Mus musculus,,Y,125_Ferreiraetal_PolarBiology_2006_Fig3-BioticallyInfluencedAreas.jpg,1,5
The bionomics of an invasive species Sitoma lepidus during its establishment in New Zealand,(Gerard et al. 2010),Bulletin of Entomological Research,Strayer SI,Y,Y,,Y,N,weekly or every 3 weeks,Terrestrial,Oceania,Animalia,Insecta,Sitona lepidus,,Y,044_Gerardetal_BulletinofEntomologicalResearch_2010_Fig2D.jpg,1,2
Widespread and enduring demographic collapse of invasive common carp (Cyprinus carpio) in the Upper Mississippi River System,(Gibson-Reinemer et al. 2017),BIOLOGICAL INVASIONS,Web of Science,Y,N,Des Plaines River,Y,N,yearly,Freshwater,North America,Animalia,Actinopterygii,Cyprinus carpio,,Y,103_Gibson-Reinemeretal_BiologicalInvasions_2017_Fig2a.jpg,1,47
Widespread and enduring demographic collapse of invasive common carp (Cyprinus carpio) in the Upper Mississippi River System,(Gibson-Reinemer et al. 2017),BIOLOGICAL INVASIONS,Web of Science,Y,N,Upper Illinois River,Y,N,yearly,Freshwater,North America,Animalia,Actinopterygii,Cyprinus carpio,,Y,104_Gibson-Reinemeretal_BiologicalInvasions_2017_Fig2b.jpg,1,47
Widespread and enduring demographic collapse of invasive common carp (Cyprinus carpio) in the Upper Mississippi River System,(Gibson-Reinemer et al. 2017),BIOLOGICAL INVASIONS,Web of Science,Y,N,Lower Illinois River,Y,N,yearly,Freshwater,North America,Animalia,Actinopterygii,Cyprinus carpio,,Y,105_Gibson-Reinemeretal_BiologicalInvasions_2017_Fig2c.jpg,1,47
"Changes in a population of exotic rainbow smelt in lake superior boom to bust, 1974-2005",(Gorman 2007),Journal of Great Lakes Research,Strayer SI,Y,N,,Y,N,yearly,Freshwater,North America,Animalia,Actinopterygii,Osmerus mordax,,Y,008_Gorman_JournalofGreatLakesResearch_2007_Fig2density.jpg,1,7
"Changes in a population of exotic rainbow smelt in lake superior boom to bust, 1974-2005",(Gorman 2007),Journal of Great Lakes Research,Strayer SI,Y,N,,Y,N,yearly,Freshwater,North America,Animalia,Actinopterygii,Osmerus mordax,,Y,009_Gorman_JournalofGreatLakesResearch_2007_Fig2biomass.jpg,1,7
History of Striped Bass Management in the Colorado River,(Gustaveson & Blommer 2013),BIOLOGY AND MANAGEMENT OF INLAND STRIPED BASS AND HYBRID STRIPED BASS,Web of Science,Y,N,,Y,N,yearly,Freshwater,North America,Animalia,Actinopterygii,Dorosoma petenense,,Y,036_Gustaveson&Blommer_AmerFishSocSymp_2013_Fig2.jpg,1,4
History of Striped Bass Management in the Colorado River,(Gustaveson & Blommer 2013),BIOLOGY AND MANAGEMENT OF INLAND STRIPED BASS AND HYBRID STRIPED BASS,Web of Science,Y,N,,Y,N,every 2 years,Freshwater,North America,Animalia,Actinopterygii,Morone saxatilis,,Y,127_Gustaveson&Blommer_AFSsymposiums_2013_Fig3.jpg,1,30
Invasion impacts and dynamics of a European-wide introduced species,(Haubrock et al. 2022),GLOBAL CHANGE BIOLOGY,Web of Science,Y,N,Denmark,Y,N,yearly,Freshwater,Europe,Animalia,Gastropoda,Potamopyrgus antipodarum,New Zealand Mudsnail,Y,192_Haubrocketal_GlobalChangeBiology_2022_SuppFig1.jpg,1,0.583333333
Invasion impacts and dynamics of a European-wide introduced species,(Haubrock et al. 2022),GLOBAL CHANGE BIOLOGY,Web of Science,Y,N,Denmark,Y,N,yearly,Freshwater,Europe,Animalia,Gastropoda,Potamopyrgus antipodarum,New Zealand Mudsnail,Y,193_Haubrocketal_GlobalChangeBiology_2022_SuppFig2.jpg,1,0.583333333
Invasion impacts and dynamics of a European-wide introduced species,(Haubrock et al. 2022),GLOBAL CHANGE BIOLOGY,Web of Science,Y,N,Denmark,Y,N,yearly,Freshwater,Europe,Animalia,Gastropoda,Potamopyrgus antipodarum,New Zealand Mudsnail,Y,194_Haubrocketal_GlobalChangeBiology_2022_SuppFig3.jpg,1,0.583333333
Invasion impacts and dynamics of a European-wide introduced species,(Haubrock et al. 2022),GLOBAL CHANGE BIOLOGY,Web of Science,Y,N,Denmark,Y,N,yearly,Freshwater,Europe,Animalia,Gastropoda,Potamopyrgus antipodarum,New Zealand Mudsnail,Y,195_Haubrocketal_GlobalChangeBiology_2022_SuppFig4.jpg,1,0.583333333
Invasion impacts and dynamics of a European-wide introduced species,(Haubrock et al. 2022),GLOBAL CHANGE BIOLOGY,Web of Science,Y,N,Denmark,Y,N,yearly,Freshwater,Europe,Animalia,Gastropoda,Potamopyrgus antipodarum,New Zealand Mudsnail,Y,196_Haubrocketal_GlobalChangeBiology_2022_SuppFig5.jpg,1,0.583333333
Invasion impacts and dynamics of a European-wide introduced species,(Haubrock et al. 2022),GLOBAL CHANGE BIOLOGY,Web of Science,Y,N,Germany,Y,N,yearly,Freshwater,Europe,Animalia,Gastropoda,Potamopyrgus antipodarum,New Zealand Mudsnail,Y,197_Haubrocketal_GlobalChangeBiology_2022_SuppFig6.jpg,1,0.583333333
Invasion impacts and dynamics of a European-wide introduced species,(Haubrock et al. 2022),GLOBAL CHANGE BIOLOGY,Web of Science,Y,N,Germany,Y,N,yearly,Freshwater,Europe,Animalia,Gastropoda,Potamopyrgus antipodarum,New Zealand Mudsnail,Y,198_Haubrocketal_GlobalChangeBiology_2022_SuppFig7.jpg,1,0.583333333
Invasion impacts and dynamics of a European-wide introduced species,(Haubrock et al. 2022),GLOBAL CHANGE BIOLOGY,Web of Science,Y,N,Hungary,Y,N,yearly,Freshwater,Europe,Animalia,Gastropoda,Potamopyrgus antipodarum,New Zealand Mudsnail,Y,199_Haubrocketal_GlobalChangeBiology_2022_SuppFig8.jpg,1,0.583333333
Invasion impacts and dynamics of a European-wide introduced species,(Haubrock et al. 2022),GLOBAL CHANGE BIOLOGY,Web of Science,Y,N,Hungary,Y,N,yearly,Freshwater,Europe,Animalia,Gastropoda,Potamopyrgus antipodarum,New Zealand Mudsnail,Y,200_Haubrocketal_GlobalChangeBiology_2022_SuppFig9.jpg,1,0.583333333
Invasion impacts and dynamics of a European-wide introduced species,(Haubrock et al. 2022),GLOBAL CHANGE BIOLOGY,Web of Science,Y,N,Hungary,Y,N,yearly,Freshwater,Europe,Animalia,Gastropoda,Potamopyrgus antipodarum,New Zealand Mudsnail,Y,201_Haubrocketal_GlobalChangeBiology_2022_SuppFig10.jpg,1,0.583333333
Invasion impacts and dynamics of a European-wide introduced species,(Haubrock et al. 2022),GLOBAL CHANGE BIOLOGY,Web of Science,Y,N,Luxemburg,Y,N,yearly,Freshwater,Europe,Animalia,Gastropoda,Potamopyrgus antipodarum,New Zealand Mudsnail,Y,202_Haubrocketal_GlobalChangeBiology_2022_SuppFig11.jpg,1,0.583333333
Invasion impacts and dynamics of a European-wide introduced species,(Haubrock et al. 2022),GLOBAL CHANGE BIOLOGY,Web of Science,Y,N,Netherlands,Y,N,yearly,Freshwater,Europe,Animalia,Gastropoda,Potamopyrgus antipodarum,New Zealand Mudsnail,Y,203_Haubrocketal_GlobalChangeBiology_2022_SuppFig12.jpg,1,0.583333333
Invasion impacts and dynamics of a European-wide introduced species,(Haubrock et al. 2022),GLOBAL CHANGE BIOLOGY,Web of Science,Y,N,Spain,Y,N,yearly,Freshwater,Europe,Animalia,Gastropoda,Potamopyrgus antipodarum,New Zealand Mudsnail,Y,204_Haubrocketal_GlobalChangeBiology_2022_SuppFig13.jpg,1,0.583333333
Invasion impacts and dynamics of a European-wide introduced species,(Haubrock et al. 2022),GLOBAL CHANGE BIOLOGY,Web of Science,Y,N,Spain,Y,N,yearly,Freshwater,Europe,Animalia,Gastropoda,Potamopyrgus antipodarum,New Zealand Mudsnail,Y,205_Haubrocketal_GlobalChangeBiology_2022_SuppFig14.jpg,1,0.583333333
Invasion impacts and dynamics of a European-wide introduced species,(Haubrock et al. 2022),GLOBAL CHANGE BIOLOGY,Web of Science,Y,N,UK,Y,N,yearly,Freshwater,Europe,Animalia,Gastropoda,Potamopyrgus antipodarum,New Zealand Mudsnail,Y,206_Haubrocketal_GlobalChangeBiology_2022_SuppFig15.jpg,1,0.583333333
Invasion impacts and dynamics of a European-wide introduced species,(Haubrock et al. 2022),GLOBAL CHANGE BIOLOGY,Web of Science,Y,N,UK,Y,N,yearly,Freshwater,Europe,Animalia,Gastropoda,Potamopyrgus antipodarum,New Zealand Mudsnail,Y,207_Haubrocketal_GlobalChangeBiology_2022_SuppFig16.jpg,1,0.583333333
Invasion impacts and dynamics of a European-wide introduced species,(Haubrock et al. 2022),GLOBAL CHANGE BIOLOGY,Web of Science,Y,N,UK,Y,N,yearly,Freshwater,Europe,Animalia,Gastropoda,Potamopyrgus antipodarum,New Zealand Mudsnail,Y,208_Haubrocketal_GlobalChangeBiology_2022_SuppFig17.jpg,1,0.583333333
Invasion impacts and dynamics of a European-wide introduced species,(Haubrock et al. 2022),GLOBAL CHANGE BIOLOGY,Web of Science,Y,N,UK,Y,N,yearly,Freshwater,Europe,Animalia,Gastropoda,Potamopyrgus antipodarum,New Zealand Mudsnail,Y,209_Haubrocketal_GlobalChangeBiology_2022_SuppFig18.jpg,1,0.583333333
Invasion impacts and dynamics of a European-wide introduced species,(Haubrock et al. 2022),GLOBAL CHANGE BIOLOGY,Web of Science,Y,N,UK,Y,N,yearly,Freshwater,Europe,Animalia,Gastropoda,Potamopyrgus antipodarum,New Zealand Mudsnail,Y,210_Haubrocketal_GlobalChangeBiology_2022_SuppFig19.jpg,1,0.583333333
Invasion impacts and dynamics of a European-wide introduced species,(Haubrock et al. 2022),GLOBAL CHANGE BIOLOGY,Web of Science,Y,N,UK,Y,N,yearly,Freshwater,Europe,Animalia,Gastropoda,Potamopyrgus antipodarum,New Zealand Mudsnail,Y,211_Haubrocketal_GlobalChangeBiology_2022_SuppFig20.jpg,1,0.583333333
Invasion impacts and dynamics of a European-wide introduced species,(Haubrock et al. 2022),GLOBAL CHANGE BIOLOGY,Web of Science,Y,N,UK,Y,N,yearly,Freshwater,Europe,Animalia,Gastropoda,Potamopyrgus antipodarum,New Zealand Mudsnail,Y,212_Haubrocketal_GlobalChangeBiology_2022_SuppFig21.jpg,1,0.583333333
Invasion impacts and dynamics of a European-wide introduced species,(Haubrock et al. 2022),GLOBAL CHANGE BIOLOGY,Web of Science,Y,N,UK,Y,N,yearly,Freshwater,Europe,Animalia,Gastropoda,Potamopyrgus antipodarum,New Zealand Mudsnail,Y,213_Haubrocketal_GlobalChangeBiology_2022_SuppFig22.jpg,1,0.583333333
Invasion impacts and dynamics of a European-wide introduced species,(Haubrock et al. 2022),GLOBAL CHANGE BIOLOGY,Web of Science,Y,N,Belgium,Y,N,yearly,Freshwater,Europe,Animalia,Gastropoda,Potamopyrgus antipodarum,New Zealand Mudsnail,Y,214_Haubrocketal_GlobalChangeBiology_2022_SuppFig23.jpg,1,0.583333333
Invasion impacts and dynamics of a European-wide introduced species,(Haubrock et al. 2022),GLOBAL CHANGE BIOLOGY,Web of Science,Y,N,Belgium,Y,N,yearly,Freshwater,Europe,Animalia,Gastropoda,Potamopyrgus antipodarum,New Zealand Mudsnail,Y,215_Haubrocketal_GlobalChangeBiology_2022_SuppFig24.jpg,1,0.583333333
Invasion impacts and dynamics of a European-wide introduced species,(Haubrock et al. 2022),GLOBAL CHANGE BIOLOGY,Web of Science,Y,N,Denmark,Y,N,yearly,Freshwater,Europe,Animalia,Gastropoda,Potamopyrgus antipodarum,New Zealand Mudsnail,Y,216_Haubrocketal_GlobalChangeBiology_2022_SuppFig25.jpg,1,0.583333333
