LastName,FirstName,DatasetID,Dataset,SpeciesName,AccSpeciesID,AccSpeciesName,ObservationID,ObsDataID,TraitID,TraitName,DataID,DataName,OriglName,OrigValueStr,OrigUnitStr,ValueKindName,OrigUncertaintyStr,UncertaintyName,Replicates,StdValue,UnitName,RelUncertaintyPercent,OrigObsDataID,ErrorRisk,Reference,Comment,StdValueStr,Column1
Harrison,Sandy,236,Chinese Traits,Halogeton glomeratus,27754,Halogeton glomeratus,1672060,11551018,,,2389,Species abundance: characteristic,Abundance:characteristic,yes,,,,,,,,,,,"Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169–180",,,
Harrison,Sandy,236,Chinese Traits,Halogeton glomeratus,27754,Halogeton glomeratus,1672186,11558890,,,112,Location Site ID,Site no.,X011-1,,,,,,,,,,,"Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169–180",,,
Harrison,Sandy,236,Chinese Traits,Halogeton glomeratus,27754,Halogeton glomeratus,1672186,11558891,,,59,Latitude,Lat (degree),47.1554333333333,,,,,,47,,,,,"Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169–180",,,
Harrison,Sandy,236,Chinese Traits,Halogeton glomeratus,27754,Halogeton glomeratus,1672186,11558892,,,60,Longitude,Lon (degree),88.7023166666667,,,,,,89,,,,,"Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169–180",,,
Harrison,Sandy,236,Chinese Traits,Halogeton glomeratus,27754,Halogeton glomeratus,1672186,11558893,,,61,Altitude,Elevation (m),750,m,Single,,,,750,m,,,,"Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169–180",,,
Harrison,Sandy,236,Chinese Traits,Halogeton glomeratus,27754,Halogeton glomeratus,1672186,11558897,,,2388,Species abundance: rare,Abundance:rare,no,,,,,,,,,,,"Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169–180",,,
Harrison,Sandy,236,Chinese Traits,Halogeton glomeratus,27754,Halogeton glomeratus,1672186,11558898,,,2389,Species abundance: characteristic,Abundance:characteristic,yes,,,,,,,,,,,"Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169–180",,,
Harrison,Sandy,236,Chinese Traits,Halogeton glomeratus,27754,Halogeton glomeratus,1672318,11565010,,,112,Location Site ID,Site no.,X022-3,,,,,,,,,,,"Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169–180",,,
Harrison,Sandy,236,Chinese Traits,Halogeton glomeratus,27754,Halogeton glomeratus,1672318,11565011,,,59,Latitude,Lat (degree),42.368,,,,,,42,,,,,"Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169–180",,,
Harrison,Sandy,236,Chinese Traits,Halogeton glomeratus,27754,Halogeton glomeratus,1672318,11565012,,,60,Longitude,Lon (degree),88.566,,,,,,89,,,,,"Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169–180",,,
Harrison,Sandy,236,Chinese Traits,Halogeton glomeratus,27754,Halogeton glomeratus,1672318,11565013,,,61,Altitude,Elevation (m),1721,m,Single,,,,1721,m,,,,"Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169–180",,,
Harrison,Sandy,236,Chinese Traits,Halogeton glomeratus,27754,Halogeton glomeratus,1672318,11565015,,,2388,Species abundance: rare,Abundance:rare,no,,,,,,,,,,,"Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169–180",,,
Harrison,Sandy,236,Chinese Traits,Halogeton glomeratus,27754,Halogeton glomeratus,1672318,11565016,,,2389,Species abundance: characteristic,Abundance:characteristic,yes,,,,,,,,,,,"Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169–180",,,
Harrison,Sandy,236,Chinese Traits,Halogeton glomeratus,27754,Halogeton glomeratus,1672338,11565887,,,112,Location Site ID,Site no.,X026,,,,,,,,,,,"Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169–180",,,
Harrison,Sandy,236,Chinese Traits,Halogeton glomeratus,27754,Halogeton glomeratus,1672338,11565888,,,59,Latitude,Lat (degree),40.8272666666667,,,,,,41,,,,,"Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169–180",,,
Harrison,Sandy,236,Chinese Traits,Halogeton glomeratus,27754,Halogeton glomeratus,1672338,11565889,,,60,Longitude,Lon (degree),84.2902833333333,,,,,,84,,,,,"Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169–180",,,
Harrison,Sandy,236,Chinese Traits,Halogeton glomeratus,27754,Halogeton glomeratus,1672338,11565890,,,61,Altitude,Elevation (m),921,m,Single,,,,921,m,,,,"Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169–180",,,
Harrison,Sandy,236,Chinese Traits,Halogeton glomeratus,27754,Halogeton glomeratus,1672338,11565891,,,2388,Species abundance: rare,Abundance:rare,no,,,,,,,,,,,"Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169–180",,,
Harrison,Sandy,236,Chinese Traits,Halogeton glomeratus,27754,Halogeton glomeratus,1672338,11565892,,,2389,Species abundance: characteristic,Abundance:characteristic,yes,,,,,,,,,,,"Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169–180",,,
Harrison,Sandy,236,Chinese Traits,Halogeton glomeratus,27754,Halogeton glomeratus,1672348,11566182,,,112,Location Site ID,Site no.,X029-1,,,,,,,,,,,"Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169–180",,,
Harrison,Sandy,236,Chinese Traits,Halogeton glomeratus,27754,Halogeton glomeratus,1672348,11566183,,,59,Latitude,Lat (degree),41.6558,,,,,,42,,,,,"Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169–180",,,
Harrison,Sandy,236,Chinese Traits,Halogeton glomeratus,27754,Halogeton glomeratus,1672348,11566184,,,60,Longitude,Lon (degree),84.8889666666667,,,,,,85,,,,,"Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169–180",,,
Harrison,Sandy,236,Chinese Traits,Halogeton glomeratus,27754,Halogeton glomeratus,1672348,11566185,,,61,Altitude,Elevation (m),902,m,Single,,,,902,m,,,,"Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169–180",,,
Harrison,Sandy,236,Chinese Traits,Halogeton glomeratus,27754,Halogeton glomeratus,1672348,11566186,,,2388,Species abundance: rare,Abundance:rare,no,,,,,,,,,,,"Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169–180",,,
Harrison,Sandy,236,Chinese Traits,Halogeton glomeratus,27754,Halogeton glomeratus,1672348,11566187,,,2389,Species abundance: characteristic,Abundance:characteristic,yes,,,,,,,,,,,"Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169–180",,,
Klimesova,Jitka,243,CLO-PLA : a Database of Clonal Growth in Plants,MYRIOPHYLLUM SPICATUM L.,37615,Myriophyllum spicatum,1714927,12175618,,,2091,Comment 2,type of data,picture interpretation,,,,,,,,,,,Klimesova J. & de Bello F. CLO-PLA: the database of clonal and bud bank traits of Central European flora. Journal of Vegetation Science 20: 511-516.,,,
Klimesova,Jitka,243,CLO-PLA : a Database of Clonal Growth in Plants,MYRIOPHYLLUM SPICATUM L.,37615,Myriophyllum spicatum,1714927,12175619,,,1412,Location Country,geography,Germany,,,,,,,,,,,Klimesova J. & de Bello F. CLO-PLA: the database of clonal and bud bank traits of Central European flora. Journal of Vegetation Science 20: 511-516.,,,
Klimesova,Jitka,243,CLO-PLA : a Database of Clonal Growth in Plants,MYRIOPHYLLUM SPICATUM L.,37615,Myriophyllum spicatum,1714927,12175622,,,1863,Habitat / site description,Habitat,aquatic,,,,,,,,,,,Klimesova J. & de Bello F. CLO-PLA: the database of clonal and bud bank traits of Central European flora. Journal of Vegetation Science 20: 511-516.,,,
Klimesova,Jitka,243,CLO-PLA : a Database of Clonal Growth in Plants,MYRIOPHYLLUM SPICATUM L.,37615,Myriophyllum spicatum,1714927,12175624,,,113,Reference / source,reference,"Schubert, R., Jäger, E. & Werner, K. 1987. Exkursionflora für die Gebiete der DDR und der BRD.  ...",,,,,,,,,,,Klimesova J. & de Bello F. CLO-PLA: the database of clonal and bud bank traits of Central European flora. Journal of Vegetation Science 20: 511-516.,,7558,
Klimesova,Jitka,243,CLO-PLA : a Database of Clonal Growth in Plants,Ceratophyllum demersum L.,11831,Ceratophyllum demersum,1715352,12184971,,,2091,Comment 2,type of data,field observation,,,,,,,,,,,Klimesova J. & de Bello F. CLO-PLA: the database of clonal and bud bank traits of Central European flora. Journal of Vegetation Science 20: 511-516.,,,
Klimesova,Jitka,243,CLO-PLA : a Database of Clonal Growth in Plants,Ceratophyllum demersum L.,11831,Ceratophyllum demersum,1715352,12184972,,,1412,Location Country,geography,Germany,,,,,,,,,,,Klimesova J. & de Bello F. CLO-PLA: the database of clonal and bud bank traits of Central European flora. Journal of Vegetation Science 20: 511-516.,,,
Klimesova,Jitka,243,CLO-PLA : a Database of Clonal Growth in Plants,Ceratophyllum demersum L.,11831,Ceratophyllum demersum,1715352,12184975,,,1863,Habitat / site description,Habitat,aquatic,,,,,,,,,,,Klimesova J. & de Bello F. CLO-PLA: the database of clonal and bud bank traits of Central European flora. Journal of Vegetation Science 20: 511-516.,,,
Klimesova,Jitka,243,CLO-PLA : a Database of Clonal Growth in Plants,Ceratophyllum demersum L.,11831,Ceratophyllum demersum,1715352,12184977,,,113,Reference / source,reference,"Jäger, E.J & Werner K. 2002. Exkursionflora von Deutchland. Gefaspflanzen: Kritischer Band [in  ...",,,,,,,,,,,Klimesova J. & de Bello F. CLO-PLA: the database of clonal and bud bank traits of Central European flora. Journal of Vegetation Science 20: 511-516.,,4014,
Klimesova,Jitka,243,CLO-PLA : a Database of Clonal Growth in Plants,Ceratophyllum demersum L.,11831,Ceratophyllum demersum,1715353,12184995,,,2091,Comment 2,type of data,second-hand information,,,,,,,,,,,Klimesova J. & de Bello F. CLO-PLA: the database of clonal and bud bank traits of Central European flora. Journal of Vegetation Science 20: 511-516.,,,
Klimesova,Jitka,243,CLO-PLA : a Database of Clonal Growth in Plants,Ceratophyllum demersum L.,11831,Ceratophyllum demersum,1715353,12184998,,,1863,Habitat / site description,Habitat,aquatic,,,,,,,,,,,Klimesova J. & de Bello F. CLO-PLA: the database of clonal and bud bank traits of Central European flora. Journal of Vegetation Science 20: 511-516.,,,
Klimesova,Jitka,243,CLO-PLA : a Database of Clonal Growth in Plants,Ceratophyllum demersum L.,11831,Ceratophyllum demersum,1715353,12185000,,,113,Reference / source,reference,"Bartley, M.R. & Spence, D.H.N. 1987. Dormancy and propagation in helophytes and hydrophytes. Ar ...",,,,,,,,,,,Klimesova J. & de Bello F. CLO-PLA: the database of clonal and bud bank traits of Central European flora. Journal of Vegetation Science 20: 511-516.,,471,
Klimesova,Jitka,243,CLO-PLA : a Database of Clonal Growth in Plants,Ceratophyllum demersum L.,11831,Ceratophyllum demersum,1715353,12185001,,,235,"Comments, notes, methods",comment,ID of LEDA db built by Karolina: ID1113,,,,,,,,,,,Klimesova J. & de Bello F. CLO-PLA: the database of clonal and bud bank traits of Central European flora. Journal of Vegetation Science 20: 511-516.,,,
Klimesova,Jitka,243,CLO-PLA : a Database of Clonal Growth in Plants,Elodea nuttallii (PLANCH.) ST.JOHN,20187,Elodea nuttallii,1715361,12185204,,,2091,Comment 2,type of data,field observation,,,,,,,,,,,Klimesova J. & de Bello F. CLO-PLA: the database of clonal and bud bank traits of Central European flora. Journal of Vegetation Science 20: 511-516.,,,
Klimesova,Jitka,243,CLO-PLA : a Database of Clonal Growth in Plants,Elodea nuttallii (PLANCH.) ST.JOHN,20187,Elodea nuttallii,1715361,12185205,,,1412,Location Country,geography,Germany,,,,,,,,,,,Klimesova J. & de Bello F. CLO-PLA: the database of clonal and bud bank traits of Central European flora. Journal of Vegetation Science 20: 511-516.,,,
Klimesova,Jitka,243,CLO-PLA : a Database of Clonal Growth in Plants,Elodea nuttallii (PLANCH.) ST.JOHN,20187,Elodea nuttallii,1715361,12185208,,,1863,Habitat / site description,Habitat,aquatic,,,,,,,,,,,Klimesova J. & de Bello F. CLO-PLA: the database of clonal and bud bank traits of Central European flora. Journal of Vegetation Science 20: 511-516.,,,
Klimesova,Jitka,243,CLO-PLA : a Database of Clonal Growth in Plants,Elodea nuttallii (PLANCH.) ST.JOHN,20187,Elodea nuttallii,1715361,12185210,,,113,Reference / source,reference,"Jäger, E.J & Werner K. 2002. Exkursionflora von Deutchland. Gefaspflanzen: Kritischer Band [in  ...",,,,,,,,,,,Klimesova J. & de Bello F. CLO-PLA: the database of clonal and bud bank traits of Central European flora. Journal of Vegetation Science 20: 511-516.,,4014,
Klimesova,Jitka,243,CLO-PLA : a Database of Clonal Growth in Plants,NAJAS MARINA L.,37722,Najas marina,1715385,12185849,,,2091,Comment 2,type of data,field observation,,,,,,,,,,,Klimesova J. & de Bello F. CLO-PLA: the database of clonal and bud bank traits of Central European flora. Journal of Vegetation Science 20: 511-516.,,,
Klimesova,Jitka,243,CLO-PLA : a Database of Clonal Growth in Plants,NAJAS MARINA L.,37722,Najas marina,1715385,12185850,,,1412,Location Country,geography,Israel,,,,,,,,,,,Klimesova J. & de Bello F. CLO-PLA: the database of clonal and bud bank traits of Central European flora. Journal of Vegetation Science 20: 511-516.,,,
Klimesova,Jitka,243,CLO-PLA : a Database of Clonal Growth in Plants,NAJAS MARINA L.,37722,Najas marina,1715385,12185853,,,1863,Habitat / site description,Habitat,aquatic,,,,,,,,,,,Klimesova J. & de Bello F. CLO-PLA: the database of clonal and bud bank traits of Central European flora. Journal of Vegetation Science 20: 511-516.,,,
Klimesova,Jitka,243,CLO-PLA : a Database of Clonal Growth in Plants,NAJAS MARINA L.,37722,Najas marina,1715385,12185855,,,113,Reference / source,reference,"Agami, M., Beer, S. & Waisel, Y. 1986. The morphology and physiology of turions in Najs marina  ...",,,,,,,,,,,Klimesova J. & de Bello F. CLO-PLA: the database of clonal and bud bank traits of Central European flora. Journal of Vegetation Science 20: 511-516.,,56,
Klimesova,Jitka,243,CLO-PLA : a Database of Clonal Growth in Plants,NAJAS MARINA L.,37722,Najas marina,1715385,12185856,,,235,"Comments, notes, methods",comment,ID of LEDA db built by Karolina: ID800,,,,,,,,,,,Klimesova J. & de Bello F. CLO-PLA: the database of clonal and bud bank traits of Central European flora. Journal of Vegetation Science 20: 511-516.,,,
Klimesova,Jitka,243,CLO-PLA : a Database of Clonal Growth in Plants,Ceratophyllum demersum L.,11831,Ceratophyllum demersum,1715610,12190001,,,2091,Comment 2,type of data,field observation,,,,,,,,,,,Klimesova J. & de Bello F. CLO-PLA: the database of clonal and bud bank traits of Central European flora. Journal of Vegetation Science 20: 511-516.,,,
Klimesova,Jitka,243,CLO-PLA : a Database of Clonal Growth in Plants,Ceratophyllum demersum L.,11831,Ceratophyllum demersum,1715610,12190004,,,1863,Habitat / site description,Habitat,aquatic,,,,,,,,,,,Klimesova J. & de Bello F. CLO-PLA: the database of clonal and bud bank traits of Central European flora. Journal of Vegetation Science 20: 511-516.,,,
Klimesova,Jitka,243,CLO-PLA : a Database of Clonal Growth in Plants,Ceratophyllum demersum L.,11831,Ceratophyllum demersum,1715610,12190006,,,113,Reference / source,reference,"Glück, H. 1906. Biologische und morphologische Untersuchungen über Wasser- und Sumpfgewächse, z ...",,,,,,,,,,,Klimesova J. & de Bello F. CLO-PLA: the database of clonal and bud bank traits of Central European flora. Journal of Vegetation Science 20: 511-516.,,2941,
Klimesova,Jitka,243,CLO-PLA : a Database of Clonal Growth in Plants,Ceratophyllum demersum L.,11831,Ceratophyllum demersum,1715610,12190007,,,235,"Comments, notes, methods",comment,ID of LEDA db built by Karolina: ID1291,,,,,,,,,,,Klimesova J. & de Bello F. CLO-PLA: the database of clonal and bud bank traits of Central European flora. Journal of Vegetation Science 20: 511-516.,,,
Klimesova,Jitka,243,CLO-PLA : a Database of Clonal Growth in Plants,Elodea nuttallii (PLANCH.) ST.JOHN,20187,Elodea nuttallii,1715614,12190111,,,2091,Comment 2,type of data,field observation,,,,,,,,,,,Klimesova J. & de Bello F. CLO-PLA: the database of clonal and bud bank traits of Central European flora. Journal of Vegetation Science 20: 511-516.,,,
Klimesova,Jitka,243,CLO-PLA : a Database of Clonal Growth in Plants,Elodea nuttallii (PLANCH.) ST.JOHN,20187,Elodea nuttallii,1715614,12190112,,,1412,Location Country,geography,Japan,,,,,,,,,,,Klimesova J. & de Bello F. CLO-PLA: the database of clonal and bud bank traits of Central European flora. Journal of Vegetation Science 20: 511-516.,,,
Klimesova,Jitka,243,CLO-PLA : a Database of Clonal Growth in Plants,Elodea nuttallii (PLANCH.) ST.JOHN,20187,Elodea nuttallii,1715614,12190115,,,1863,Habitat / site description,Habitat,,,,,,,,,,,,Klimesova J. & de Bello F. CLO-PLA: the database of clonal and bud bank traits of Central European flora. Journal of Vegetation Science 20: 511-516.,,,
Klimesova,Jitka,243,CLO-PLA : a Database of Clonal Growth in Plants,Elodea nuttallii (PLANCH.) ST.JOHN,20187,Elodea nuttallii,1715614,12190117,,,113,Reference / source,reference,"Kunii H. 1982. Life cycle and growth of Potamogeton crispus L. in a shallow pond, Ojaga-ike.. B ...",,,,,,,,,,,Klimesova J. & de Bello F. CLO-PLA: the database of clonal and bud bank traits of Central European flora. Journal of Vegetation Science 20: 511-516.,,4695,
Klimesova,Jitka,243,CLO-PLA : a Database of Clonal Growth in Plants,MYRIOPHYLLUM SPICATUM L.,37615,Myriophyllum spicatum,1715621,12190288,,,2091,Comment 2,type of data,field observation,,,,,,,,,,,Klimesova J. & de Bello F. CLO-PLA: the database of clonal and bud bank traits of Central European flora. Journal of Vegetation Science 20: 511-516.,,,
Klimesova,Jitka,243,CLO-PLA : a Database of Clonal Growth in Plants,MYRIOPHYLLUM SPICATUM L.,37615,Myriophyllum spicatum,1715621,12190289,,,1412,Location Country,geography,USA,,,,,,,,,,,Klimesova J. & de Bello F. CLO-PLA: the database of clonal and bud bank traits of Central European flora. Journal of Vegetation Science 20: 511-516.,,,
Klimesova,Jitka,243,CLO-PLA : a Database of Clonal Growth in Plants,MYRIOPHYLLUM SPICATUM L.,37615,Myriophyllum spicatum,1715621,12190292,,,1863,Habitat / site description,Habitat,aquatic,,,,,,,,,,,Klimesova J. & de Bello F. CLO-PLA: the database of clonal and bud bank traits of Central European flora. Journal of Vegetation Science 20: 511-516.,,,
Klimesova,Jitka,243,CLO-PLA : a Database of Clonal Growth in Plants,MYRIOPHYLLUM SPICATUM L.,37615,Myriophyllum spicatum,1715621,12190294,,,113,Reference / source,reference,"Hartleb, Ch.F., Madsen, J.D. & Boylen, Ch.W. 1993. Environmental factors affecting seed germina ...",,,,,,,,,,,Klimesova J. & de Bello F. CLO-PLA: the database of clonal and bud bank traits of Central European flora. Journal of Vegetation Science 20: 511-516.,,3418,
Klimesova,Jitka,243,CLO-PLA : a Database of Clonal Growth in Plants,MYRIOPHYLLUM SPICATUM L.,37615,Myriophyllum spicatum,1715621,12190295,,,235,"Comments, notes, methods",comment,ID of LEDA db built by Karolina: ID791,,,,,,,,,,,Klimesova J. & de Bello F. CLO-PLA: the database of clonal and bud bank traits of Central European flora. Journal of Vegetation Science 20: 511-516.,,,
Klimesova,Jitka,243,CLO-PLA : a Database of Clonal Growth in Plants,MYRIOPHYLLUM SPICATUM L.,37615,Myriophyllum spicatum,1715622,12190314,,,2091,Comment 2,type of data,second-hand information,,,,,,,,,,,Klimesova J. & de Bello F. CLO-PLA: the database of clonal and bud bank traits of Central European flora. Journal of Vegetation Science 20: 511-516.,,,
Klimesova,Jitka,243,CLO-PLA : a Database of Clonal Growth in Plants,MYRIOPHYLLUM SPICATUM L.,37615,Myriophyllum spicatum,1715622,12190315,,,1412,Location Country,geography,Sweden,,,,,,,,,,,Klimesova J. & de Bello F. CLO-PLA: the database of clonal and bud bank traits of Central European flora. Journal of Vegetation Science 20: 511-516.,,,
Klimesova,Jitka,243,CLO-PLA : a Database of Clonal Growth in Plants,MYRIOPHYLLUM SPICATUM L.,37615,Myriophyllum spicatum,1715622,12190318,,,1863,Habitat / site description,Habitat,,,,,,,,,,,,Klimesova J. & de Bello F. CLO-PLA: the database of clonal and bud bank traits of Central European flora. Journal of Vegetation Science 20: 511-516.,,,
Klimesova,Jitka,243,CLO-PLA : a Database of Clonal Growth in Plants,MYRIOPHYLLUM SPICATUM L.,37615,Myriophyllum spicatum,1715622,12190320,,,113,Reference / source,reference,"Strand, A.J. & Weisner, E.B. 2001. Morphological plastic responses to water depth and wave expo ...",,,,,,,,,,,Klimesova J. & de Bello F. CLO-PLA: the database of clonal and bud bank traits of Central European flora. Journal of Vegetation Science 20: 511-516.,,8077,
Klimesova,Jitka,243,CLO-PLA : a Database of Clonal Growth in Plants,MYRIOPHYLLUM SPICATUM L.,37615,Myriophyllum spicatum,1715622,12190321,,,235,"Comments, notes, methods",comment,ID of LEDA db built by Karolina: ID84,,,,,,,,,,,Klimesova J. & de Bello F. CLO-PLA: the database of clonal and bud bank traits of Central European flora. Journal of Vegetation Science 20: 511-516.,,,
Klimesova,Jitka,243,CLO-PLA : a Database of Clonal Growth in Plants,MYRIOPHYLLUM SPICATUM L.,37615,Myriophyllum spicatum,1715623,12190343,,,2091,Comment 2,type of data,second-hand information,,,,,,,,,,,Klimesova J. & de Bello F. CLO-PLA: the database of clonal and bud bank traits of Central European flora. Journal of Vegetation Science 20: 511-516.,,,
Klimesova,Jitka,243,CLO-PLA : a Database of Clonal Growth in Plants,MYRIOPHYLLUM SPICATUM L.,37615,Myriophyllum spicatum,1715623,12190346,,,1863,Habitat / site description,Habitat,,,,,,,,,,,,Klimesova J. & de Bello F. CLO-PLA: the database of clonal and bud bank traits of Central European flora. Journal of Vegetation Science 20: 511-516.,,,
Klimesova,Jitka,243,CLO-PLA : a Database of Clonal Growth in Plants,MYRIOPHYLLUM SPICATUM L.,37615,Myriophyllum spicatum,1715623,12190348,,,113,Reference / source,reference,"Aiken, S.G., Newroth, P.R. & Wile, I. 1979. The biology of Canadian weeds. 34. Myriophyllum spi ...",,,,,,,,,,,Klimesova J. & de Bello F. CLO-PLA: the database of clonal and bud bank traits of Central European flora. Journal of Vegetation Science 20: 511-516.,,72,
Klimesova,Jitka,243,CLO-PLA : a Database of Clonal Growth in Plants,MYRIOPHYLLUM SPICATUM L.,37615,Myriophyllum spicatum,1715623,12190349,,,235,"Comments, notes, methods",comment,ID of LEDA db built by Karolina: ID201,,,,,,,,,,,Klimesova J. & de Bello F. CLO-PLA: the database of clonal and bud bank traits of Central European flora. Journal of Vegetation Science 20: 511-516.,,,
Klimesova,Jitka,243,CLO-PLA : a Database of Clonal Growth in Plants,NAJAS MARINA L.,37722,Najas marina,1715625,12190399,,,2091,Comment 2,type of data,field observation,,,,,,,,,,,Klimesova J. & de Bello F. CLO-PLA: the database of clonal and bud bank traits of Central European flora. Journal of Vegetation Science 20: 511-516.,,,
Klimesova,Jitka,243,CLO-PLA : a Database of Clonal Growth in Plants,NAJAS MARINA L.,37722,Najas marina,1715625,12190400,,,1412,Location Country,geography,Germany,,,,,,,,,,,Klimesova J. & de Bello F. CLO-PLA: the database of clonal and bud bank traits of Central European flora. Journal of Vegetation Science 20: 511-516.,,,
Klimesova,Jitka,243,CLO-PLA : a Database of Clonal Growth in Plants,NAJAS MARINA L.,37722,Najas marina,1715625,12190403,,,1863,Habitat / site description,Habitat,aquatic,,,,,,,,,,,Klimesova J. & de Bello F. CLO-PLA: the database of clonal and bud bank traits of Central European flora. Journal of Vegetation Science 20: 511-516.,,,
Klimesova,Jitka,243,CLO-PLA : a Database of Clonal Growth in Plants,NAJAS MARINA L.,37722,Najas marina,1715625,12190405,,,113,Reference / source,reference,"Jäger, E.J & Werner K. 2002. Exkursionflora von Deutchland. Gefaspflanzen: Kritischer Band [in  ...",,,,,,,,,,,Klimesova J. & de Bello F. CLO-PLA: the database of clonal and bud bank traits of Central European flora. Journal of Vegetation Science 20: 511-516.,,4014,
Klimesova,Jitka,243,CLO-PLA : a Database of Clonal Growth in Plants,POTAMOGETON PECTINATUS L.,98812,Stuckenia pectinata,1715629,12190505,,,2091,Comment 2,type of data,field observation,,,,,,,,,,,Klimesova J. & de Bello F. CLO-PLA: the database of clonal and bud bank traits of Central European flora. Journal of Vegetation Science 20: 511-516.,,,
Klimesova,Jitka,243,CLO-PLA : a Database of Clonal Growth in Plants,POTAMOGETON PECTINATUS L.,98812,Stuckenia pectinata,1715629,12190506,,,1412,Location Country,geography,Netherland,,,,,,,,,,,Klimesova J. & de Bello F. CLO-PLA: the database of clonal and bud bank traits of Central European flora. Journal of Vegetation Science 20: 511-516.,,,
